date,winner,loser,winner_score,loser_score
"['1985', '04', '05']",Portland,Seattle,145,120
"['1985', '04', '06']",Chicago,Atlanta,117,114
"['1985', '04', '06']",Houston,Dallas,139,127
"['1985', '04', '06']",Golden State,Kansas City,141,125
"['1985', '04', '06']",Indiana,Philadelphia,121,117
"['1985', '04', '06']",New Jersey,Milwaukee,108,104
"['1985', '04', '06']",Utah,Phoenix,105,94
"['1985', '04', '06']",Washington,Cleveland,109,101
"['1985', '04', '07']",Boston,New York,114,102
"['1985', '04', '07']",Denver,Golden State,130,125
"['1985', '04', '07']",Detroit,Milwaukee,113,91
"['1985', '04', '07']",LA Lakers,Portland,135,133
"['1985', '04', '07']",San Antonio,Houston,126,105
"['1985', '04', '07']",Phoenix,Seattle,125,110
"['1985', '04', '08']",Indiana,Chicago,107,103
"['1985', '04', '09']",Cleveland,New Jersey,114,100
"['1985', '04', '09']",Houston,San Antonio,124,103
"['1985', '04', '09']",Kansas City,Dallas,117,105
"['1985', '04', '09']",LA Lakers,Denver,148,119
"['1985', '04', '09']",Detroit,New York,107,97
"['1985', '04', '09']",Philadelphia,Boston,113,104
"['1985', '04', '09']",Portland,Phoenix,116,100
"['1985', '04', '09']",Utah,LA Clippers,123,104
"['1985', '04', '09']",Washington,Atlanta,130,110
"['1985', '04', '10']",Atlanta,New York,98,94
"['1985', '04', '10']",Detroit,Indiana,116,114
"['1985', '04', '10']",LA Clippers,Denver,129,127
"['1985', '04', '10']",Milwaukee,Washington,106,97
"['1985', '04', '10']",New Jersey,Philadelphia,125,100
"['1985', '04', '11']",Boston,Cleveland,121,115
"['1985', '04', '11']",LA Lakers,Golden State,137,130
"['1985', '04', '11']",Houston,Kansas City,125,123
"['1985', '04', '11']",Dallas,Seattle,124,80
"['1985', '04', '11']",Utah,Portland,145,107
"['1985', '04', '12']",Milwaukee,Boston,115,113
"['1985', '04', '12']",Atlanta,Chicago,119,108
"['1985', '04', '12']",Detroit,Washington,102,96
"['1985', '04', '12']",LA Clippers,Houston,115,110
"['1985', '04', '12']",LA Lakers,Seattle,145,131
"['1985', '04', '12']",Cleveland,New York,109,108
"['1985', '04', '12']",Philadelphia,Indiana,111,105
"['1985', '04', '12']",Phoenix,Utah,96,92
"['1985', '04', '12']",Portland,Dallas,131,111
"['1985', '04', '12']",San Antonio,Kansas City,117,112
"['1985', '04', '13']",Atlanta,Indiana,122,117
"['1985', '04', '13']",Denver,Golden State,127,120
"['1985', '04', '13']",Milwaukee,New York,88,84
"['1985', '04', '13']",New Jersey,Chicago,123,111
"['1985', '04', '13']",Washington,Philadelphia,118,106
"['1985', '04', '14']",New Jersey,Boston,129,118
"['1985', '04', '14']",Detroit,Cleveland,116,113
"['1985', '04', '14']",Houston,Seattle,121,98
"['1985', '04', '14']",LA Lakers,Kansas City,122,116
"['1985', '04', '14']",Dallas,LA Clippers,96,92
"['1985', '04', '14']",Phoenix,Golden State,124,111
"['1985', '04', '14']",Portland,Denver,117,112
"['1985', '04', '14']",Utah,San Antonio,104,102
"['1985', '04', '17']",Philadelphia,Washington,104,97
"['1985', '04', '18']",Boston,Cleveland,126,123
"['1985', '04', '18']",Dallas,Portland,139,131
"['1985', '04', '18']",Denver,San Antonio,141,111
"['1985', '04', '18']",Detroit,New Jersey,125,105
"['1985', '04', '18']",LA Lakers,Phoenix,142,114
"['1985', '04', '19']",Utah,Houston,115,101
"['1985', '04', '19']",Milwaukee,Chicago,109,100
"['1985', '04', '20']",Boston,Cleveland,108,106
"['1985', '04', '20']",Portland,Dallas,124,121
"['1985', '04', '20']",San Antonio,Denver,113,111
"['1985', '04', '20']",LA Lakers,Phoenix,147,130
"['1985', '04', '21']",Detroit,New Jersey,121,111
"['1985', '04', '21']",Houston,Utah,122,96
"['1985', '04', '21']",Milwaukee,Chicago,122,115
"['1985', '04', '21']",Philadelphia,Washington,113,94
"['1985', '04', '23']",Cleveland,Boston,105,98
"['1985', '04', '23']",LA Lakers,Phoenix,119,103
"['1985', '04', '23']",Portland,Dallas,122,109
"['1985', '04', '23']",Denver,San Antonio,115,112
"['1985', '04', '24']",Chicago,Milwaukee,109,107
"['1985', '04', '24']",Detroit,New Jersey,116,115
"['1985', '04', '24']",Utah,Houston,112,104
"['1985', '04', '24']",Washington,Philadelphia,118,100
"['1985', '04', '25']",Boston,Cleveland,117,115
"['1985', '04', '25']",Portland,Dallas,115,113
"['1985', '04', '26']",Milwaukee,Chicago,105,97
"['1985', '04', '26']",San Antonio,Denver,116,111
"['1985', '04', '26']",Houston,Utah,96,94
"['1985', '04', '26']",Philadelphia,Washington,106,98
"['1985', '04', '27']",LA Lakers,Portland,125,101
"['1985', '04', '28']",Boston,Detroit,133,99
"['1985', '04', '28']",Denver,San Antonio,126,99
"['1985', '04', '28']",Utah,Houston,104,97
"['1985', '04', '28']",Philadelphia,Milwaukee,127,105
"['1985', '04', '30']",Boston,Detroit,121,114
"['1985', '04', '30']",Denver,Utah,130,113
"['1985', '04', '30']",LA Lakers,Portland,134,118
"['1985', '04', '30']",Philadelphia,Milwaukee,112,108
"['1985', '05', '02']",Denver,Utah,131,123
"['1985', '05', '02']",Detroit,Boston,125,117
"['1985', '05', '03']",Philadelphia,Milwaukee,109,104
"['1985', '05', '03']",LA Lakers,Portland,130,126
"['1985', '05', '04']",Utah,Denver,131,123
"['1985', '05', '05']",Detroit,Boston,102,99
"['1985', '05', '05']",Philadelphia,Milwaukee,121,112
"['1985', '05', '05']",Portland,LA Lakers,115,107
"['1985', '05', '05']",Denver,Utah,125,118
"['1985', '05', '07']",Denver,Utah,116,104
"['1985', '05', '07']",LA Lakers,Portland,139,120
"['1985', '05', '08']",Boston,Detroit,130,123
"['1985', '05', '10']",Boston,Detroit,123,113
"['1985', '05', '11']",LA Lakers,Denver,139,122
"['1985', '05', '12']",Boston,Philadelphia,108,93
"['1985', '05', '14']",Boston,Philadelphia,106,98
"['1985', '05', '14']",Denver,LA Lakers,136,114
