date,winner,loser,winner_score,loser_score
"['2010', '01', '22']",Orlando,Sacramento,100,84
"['2010', '01', '22']",Philadelphia,Dallas,92,81
"['2010', '01', '22']",Chicago,Phoenix,115,104
"['2010', '01', '22']",Houston,San Antonio,116,109
"['2010', '01', '22']",Toronto,Milwaukee,101,96
"['2010', '01', '22']",Miami,Washington,112,88
"['2010', '01', '23']",Orlando,Charlotte,106,95
"['2010', '01', '23']",Cleveland,Oklahoma City,100,99
"['2010', '01', '23']",Denver,New Orleans,116,110
"['2010', '01', '23']",Portland,Detroit,97,93
"['2010', '01', '23']",Chicago,Houston,104,97
"['2010', '01', '23']",Philadelphia,Indiana,107,97
"['2010', '01', '23']",Miami,Sacramento,115,84
"['2010', '01', '23']",Milwaukee,Minnesota,127,94
"['2010', '01', '23']",Phoenix,Golden State,112,103
"['2010', '01', '23']",Utah,New Jersey,116,83
"['2010', '01', '24']",Dallas,New York,128,78
"['2010', '01', '24']",Toronto,LA Lakers,106,105
"['2010', '01', '24']",LA Clippers,Washington,92,78
"['2010', '01', '25']",Boston,LA Clippers,95,89
"['2010', '01', '25']",Denver,Charlotte,104,93
"['2010', '01', '25']",Atlanta,Houston,102,95
"['2010', '01', '25']",Memphis,Orlando,99,94
"['2010', '01', '25']",Cleveland,Miami,92,91
"['2010', '01', '25']",Indiana,Philadelphia,109,98
"['2010', '01', '25']",New Orleans,Portland,98,97
"['2010', '01', '25']",Chicago,San Antonio,98,93
"['2010', '01', '25']",Utah,Phoenix,124,115
"['2010', '01', '26']",Dallas,Milwaukee,108,107
"['2010', '01', '26']",New York,Minnesota,132,105
"['2010', '01', '26']",Charlotte,Phoenix,114,109
"['2010', '01', '26']",Sacramento,Golden State,99,96
"['2010', '01', '26']",LA Lakers,Washington,115,103
"['2010', '01', '27']",Cleveland,Minnesota,109,95
"['2010', '01', '27']",Memphis,Detroit,99,93
"['2010', '01', '27']",New Orleans,Golden State,123,110
"['2010', '01', '27']",Denver,Houston,97,92
"['2010', '01', '27']",LA Lakers,Indiana,118,96
"['2010', '01', '27']",Milwaukee,Philadelphia,91,88
"['2010', '01', '27']",New Jersey,LA Clippers,103,87
"['2010', '01', '27']",Chicago,Oklahoma City,96,86
"['2010', '01', '27']",Utah,Portland,106,95
"['2010', '01', '27']",San Antonio,Atlanta,105,90
"['2010', '01', '27']",Toronto,Miami,111,103
"['2010', '01', '28']",Toronto,New York,106,104
"['2010', '01', '28']",Orlando,Boston,96,94
"['2010', '01', '28']",Phoenix,Dallas,112,106
"['2010', '01', '29']",Atlanta,Boston,100,91
"['2010', '01', '29']",Miami,Detroit,92,65
"['2010', '01', '29']",Charlotte,Golden State,121,110
"['2010', '01', '29']",Houston,Portland,104,100
"['2010', '01', '29']",Cleveland,Indiana,94,73
"['2010', '01', '29']",Minnesota,LA Clippers,111,97
"['2010', '01', '29']",Washington,New Jersey,81,79
"['2010', '01', '29']",Chicago,New Orleans,108,106
"['2010', '01', '29']",Oklahoma City,Denver,101,84
"['2010', '01', '29']",LA Lakers,Philadelphia,99,91
"['2010', '01', '29']",San Antonio,Memphis,104,97
"['2010', '01', '29']",Utah,Sacramento,101,94
"['2010', '01', '30']",Portland,Dallas,114,112
"['2010', '01', '30']",New Orleans,Memphis,109,102
"['2010', '01', '30']",Milwaukee,Miami,95,84
"['2010', '01', '30']",Orlando,Atlanta,104,86
"['2010', '01', '30']",Charlotte,Sacramento,103,96
"['2010', '01', '30']",Washington,New York,106,96
"['2010', '01', '31']",LA Lakers,Boston,90,89
"['2010', '01', '31']",Cleveland,LA Clippers,114,89
"['2010', '01', '31']",Orlando,Detroit,91,86
"['2010', '01', '31']",Phoenix,Houston,115,111
"['2010', '01', '31']",Minnesota,New York,112,91
"['2010', '01', '31']",Philadelphia,New Jersey,83,79
"['2010', '01', '31']",Oklahoma City,Golden State,112,104
"['2010', '01', '31']",Denver,San Antonio,103,89
"['2010', '01', '31']",Toronto,Indiana,117,102
"['2010', '02', '01']",Denver,Sacramento,112,109
"['2010', '02', '01']",Memphis,LA Lakers,95,93
"['2010', '02', '01']",Milwaukee,Miami,97,81
"['2010', '02', '01']",Phoenix,New Orleans,109,100
"['2010', '02', '01']",Portland,Charlotte,98,79
"['2010', '02', '01']",Utah,Dallas,104,92
"['2010', '02', '01']",Boston,Washington,99,88
"['2010', '02', '02']",LA Clippers,Chicago,90,82
"['2010', '02', '02']",Cleveland,Memphis,105,89
"['2010', '02', '02']",Houston,Golden State,119,97
"['2010', '02', '02']",Indiana,Toronto,130,115
"['2010', '02', '02']",Detroit,New Jersey,97,93
"['2010', '02', '02']",Oklahoma City,Atlanta,106,99
"['2010', '02', '02']",Orlando,Milwaukee,99,82
"['2010', '02', '03']",Atlanta,LA Clippers,103,97
"['2010', '02', '03']",Boston,Miami,107,102
"['2010', '02', '03']",Dallas,Golden State,110,101
"['2010', '02', '03']",Phoenix,Denver,109,97
"['2010', '02', '03']",LA Lakers,Charlotte,99,97
"['2010', '02', '03']",Oklahoma City,New Orleans,103,99
"['2010', '02', '03']",New York,Washington,107,85
"['2010', '02', '03']",Philadelphia,Chicago,106,103
"['2010', '02', '03']",San Antonio,Sacramento,115,113
"['2010', '02', '03']",Toronto,New Jersey,108,99
"['2010', '02', '03']",Utah,Portland,118,105
"['2010', '02', '04']",Cleveland,Miami,102,86
"['2010', '02', '04']",Portland,San Antonio,96,93
"['2010', '02', '05']",Atlanta,Chicago,91,81
"['2010', '02', '05']",Boston,New Jersey,96,87
"['2010', '02', '05']",Minnesota,Dallas,117,108
"['2010', '02', '05']",Indiana,Detroit,107,83
"['2010', '02', '05']",Denver,LA Lakers,126,113
"['2010', '02', '05']",Houston,Memphis,101,83
"['2010', '02', '05']",Philadelphia,New Orleans,101,94
"['2010', '02', '05']",Milwaukee,New York,114,107
"['2010', '02', '05']",Washington,Orlando,92,91
"['2010', '02', '05']",Phoenix,Sacramento,114,102
"['2010', '02', '06']",New Orleans,Charlotte,104,99
"['2010', '02', '06']",Chicago,Miami,95,91
"['2010', '02', '06']",Cleveland,New York,113,106
"['2010', '02', '06']",Detroit,New Jersey,99,92
"['2010', '02', '06']",Oklahoma City,Golden State,104,95
"['2010', '02', '06']",Philadelphia,Houston,102,95
"['2010', '02', '06']",San Antonio,LA Clippers,98,81
"['2010', '02', '06']",Milwaukee,Indiana,93,81
"['2010', '02', '06']",Minnesota,Memphis,109,102
"['2010', '02', '06']",LA Lakers,Portland,99,82
"['2010', '02', '06']",Utah,Denver,116,106
"['2010', '02', '07']",Orlando,Boston,96,89
"['2010', '02', '07']",Toronto,Sacramento,115,104
"['2010', '02', '08']",Dallas,Golden State,127,117
"['2010', '02', '08']",LA Lakers,San Antonio,101,89
"['2010', '02', '08']",Orlando,New Orleans,123,117
"['2010', '02', '09']",Charlotte,Washington,94,92
"['2010', '02', '09']",Cleveland,New Jersey,104,97
"['2010', '02', '09']",Denver,Dallas,127,91
"['2010', '02', '09']",Chicago,Indiana,109,101
"['2010', '02', '09']",Utah,LA Clippers,109,99
"['2010', '02', '09']",Atlanta,Memphis,108,94
"['2010', '02', '09']",Miami,Houston,99,66
"['2010', '02', '09']",Detroit,Milwaukee,93,81
"['2010', '02', '09']",Sacramento,New York,118,114
"['2010', '02', '09']",Philadelphia,Minnesota,119,97
"['2010', '02', '09']",Oklahoma City,Portland,89,77
"['2010', '02', '10']",Miami,Atlanta,94,76
"['2010', '02', '10']",Orlando,Chicago,107,87
"['2010', '02', '10']",Sacramento,Detroit,103,97
"['2010', '02', '10']",Golden State,LA Clippers,132,102
"['2010', '02', '10']",Charlotte,Minnesota,93,92
"['2010', '02', '10']",Milwaukee,New Jersey,97,77
"['2010', '02', '10']",New Orleans,Boston,93,85
"['2010', '02', '10']",Portland,Phoenix,108,101
"['2010', '02', '10']",Toronto,Philadelphia,104,93
"['2010', '02', '10']",LA Lakers,Utah,96,81
"['2010', '02', '11']",Cleveland,Orlando,115,106
"['2010', '02', '11']",San Antonio,Denver,111,92
"['2010', '02', '16']",New Jersey,Charlotte,103,94
"['2010', '02', '16']",Chicago,New York,118,85
"['2010', '02', '16']",Detroit,Minnesota,108,85
"['2010', '02', '16']",Utah,Houston,104,95
"['2010', '02', '16']",LA Lakers,Golden State,104,94
"['2010', '02', '16']",Phoenix,Memphis,109,95
"['2010', '02', '16']",Oklahoma City,Dallas,99,86
"['2010', '02', '16']",Miami,Philadelphia,105,78
"['2010', '02', '16']",Portland,LA Clippers,109,87
"['2010', '02', '16']",Boston,Sacramento,95,92
"['2010', '02', '17']",Dallas,Phoenix,107,97
"['2010', '02', '17']",Golden State,Sacramento,130,98
"['2010', '02', '17']",San Antonio,Indiana,90,87
"['2010', '02', '17']",Atlanta,LA Clippers,110,92
"['2010', '02', '17']",Houston,Milwaukee,127,99
"['2010', '02', '17']",Miami,New Jersey,87,84
"['2010', '02', '17']",Utah,New Orleans,98,90
"['2010', '02', '17']",Chicago,New York,115,109
"['2010', '02', '17']",Orlando,Detroit,116,91
"['2010', '02', '17']",Memphis,Toronto,109,102
"['2010', '02', '17']",Washington,Minnesota,108,99
"['2010', '02', '18']",Denver,Cleveland,118,116
"['2010', '02', '18']",Boston,LA Lakers,87,86
"['2010', '02', '19']",Charlotte,Cleveland,110,93
"['2010', '02', '19']",Milwaukee,Detroit,91,85
"['2010', '02', '19']",Utah,Golden State,100,89
"['2010', '02', '19']",Miami,Memphis,100,87
"['2010', '02', '19']",Chicago,Minnesota,100,94
"['2010', '02', '19']",Toronto,New Jersey,106,89
"['2010', '02', '19']",New Orleans,Indiana,107,101
"['2010', '02', '19']",Dallas,Orlando,95,85
"['2010', '02', '19']",Philadelphia,San Antonio,106,94
"['2010', '02', '19']",Phoenix,Atlanta,88,80
"['2010', '02', '19']",Boston,Portland,96,76
"['2010', '02', '19']",Washington,Denver,107,97
"['2010', '02', '20']",Chicago,Philadelphia,122,90
"['2010', '02', '20']",Dallas,Miami,97,91
"['2010', '02', '20']",Indiana,Houston,125,115
"['2010', '02', '20']",LA Clippers,Sacramento,99,89
"['2010', '02', '20']",Milwaukee,Charlotte,93,88
"['2010', '02', '20']",Oklahoma City,New York,121,118
"['2010', '02', '20']",Toronto,Washington,109,104
"['2010', '02', '21']",Denver,Boston,114,105
"['2010', '02', '21']",Detroit,San Antonio,109,101
"['2010', '02', '21']",Golden State,Atlanta,108,104
"['2010', '02', '21']",Oklahoma City,Minnesota,109,107
"['2010', '02', '21']",Memphis,New Jersey,104,94
"['2010', '02', '21']",New Orleans,Houston,102,94
"['2010', '02', '21']",Orlando,Cleveland,101,95
"['2010', '02', '21']",Phoenix,Sacramento,104,88
"['2010', '02', '21']",Utah,Portland,93,89
"['2010', '02', '22']",Dallas,Indiana,91,82
"['2010', '02', '22']",LA Clippers,Charlotte,98,94
"['2010', '02', '22']",Milwaukee,New York,83,67
"['2010', '02', '22']",Atlanta,Utah,105,100
"['2010', '02', '22']",Washington,Chicago,101,95
"['2010', '02', '23']",Boston,New York,110,106
"['2010', '02', '23']",Cleveland,New Orleans,105,95
"['2010', '02', '23']",Philadelphia,Golden State,110,102
"['2010', '02', '23']",LA Lakers,Memphis,99,98
"['2010', '02', '23']",Minnesota,Miami,91,88
"['2010', '02', '23']",Portland,New Jersey,102,93
"['2010', '02', '23']",Phoenix,Oklahoma City,104,102
"['2010', '02', '23']",Detroit,Sacramento,101,89
"['2010', '02', '24']",Atlanta,Minnesota,98,92
"['2010', '02', '24']",Chicago,Indiana,120,110
"['2010', '02', '24']",Dallas,LA Lakers,101,96
"['2010', '02', '24']",Orlando,Houston,110,92
"['2010', '02', '24']",LA Clippers,Detroit,97,91
"['2010', '02', '24']",Milwaukee,New Orleans,115,95
"['2010', '02', '24']",Phoenix,Philadelphia,106,95
"['2010', '02', '24']",San Antonio,Oklahoma City,95,87
"['2010', '02', '24']",Portland,Toronto,101,87
"['2010', '02', '24']",Utah,Charlotte,102,93
"['2010', '02', '24']",Memphis,Washington,99,94
"['2010', '02', '25']",Cleveland,Boston,108,88
"['2010', '02', '25']",Denver,Golden State,127,112
"['2010', '02', '25']",Milwaukee,Indiana,112,110
"['2010', '02', '26']",Dallas,Atlanta,111,103
"['2010', '02', '26']",Chicago,Portland,115,111
"['2010', '02', '26']",Denver,Detroit,107,102
"['2010', '02', '26']",Houston,San Antonio,109,104
"['2010', '02', '26']",LA Lakers,Philadelphia,99,90
"['2010', '02', '26']",Charlotte,Memphis,93,89
"['2010', '02', '26']",New Orleans,Orlando,100,93
"['2010', '02', '26']",Oklahoma City,Minnesota,109,92
"['2010', '02', '26']",Phoenix,LA Clippers,125,112
"['2010', '02', '26']",Sacramento,Utah,103,99
"['2010', '02', '26']",Cleveland,Toronto,126,118
"['2010', '02', '26']",New York,Washington,118,116
"['2010', '02', '27']",New Jersey,Boston,104,96
"['2010', '02', '27']",Golden State,Detroit,95,88
"['2010', '02', '27']",Indiana,Chicago,100,90
"['2010', '02', '27']",Milwaukee,Miami,94,71
"['2010', '02', '27']",Portland,Minnesota,110,91
"['2010', '02', '27']",Memphis,New York,120,109
"['2010', '02', '27']",Utah,Houston,133,110
"['2010', '02', '28']",Atlanta,Milwaukee,106,102
"['2010', '02', '28']",Dallas,New Orleans,108,100
"['2010', '02', '28']",LA Lakers,Denver,95,89
"['2010', '02', '28']",Washington,New Jersey,89,85
"['2010', '02', '28']",Oklahoma City,Toronto,119,99
"['2010', '02', '28']",Orlando,Miami,96,80
"['2010', '02', '28']",Sacramento,LA Clippers,97,92
"['2010', '02', '28']",San Antonio,Phoenix,113,110
"['2010', '03', '01']",Dallas,Charlotte,89,84
"['2010', '03', '01']",Atlanta,Chicago,116,92
"['2010', '03', '01']",Cleveland,New York,124,93
"['2010', '03', '01']",Houston,Toronto,116,92
"['2010', '03', '01']",LA Clippers,Utah,108,104
"['2010', '03', '01']",Portland,Memphis,103,93
"['2010', '03', '01']",San Antonio,New Orleans,106,92
"['2010', '03', '01']",Orlando,Philadelphia,126,105
"['2010', '03', '01']",Phoenix,Denver,101,85
"['2010', '03', '02']",Boston,Detroit,105,100
"['2010', '03', '02']",LA Lakers,Indiana,122,99
"['2010', '03', '02']",Miami,Golden State,110,106
"['2010', '03', '02']",Oklahoma City,Sacramento,113,107
"['2010', '03', '03']",Atlanta,Philadelphia,112,93
"['2010', '03', '03']",Boston,Charlotte,104,80
"['2010', '03', '03']",Dallas,Minnesota,112,109
"['2010', '03', '03']",Denver,Oklahoma City,119,90
"['2010', '03', '03']",Sacramento,Houston,84,81
"['2010', '03', '03']",Phoenix,LA Clippers,127,101
"['2010', '03', '03']",Milwaukee,Washington,100,87
"['2010', '03', '03']",Cleveland,New Jersey,111,92
"['2010', '03', '03']",Memphis,New Orleans,104,100
"['2010', '03', '03']",New York,Detroit,128,104
"['2010', '03', '03']",Orlando,Golden State,117,90
"['2010', '03', '03']",Portland,Indiana,102,79
"['2010', '03', '04']",Memphis,Chicago,105,96
"['2010', '03', '04']",Miami,LA Lakers,114,111
"['2010', '03', '04']",Utah,Phoenix,116,108
"['2010', '03', '05']",Atlanta,Golden State,127,122
"['2010', '03', '05']",Charlotte,LA Lakers,98,83
"['2010', '03', '05']",Cleveland,Detroit,99,92
"['2010', '03', '05']",Dallas,Sacramento,108,100
"['2010', '03', '05']",Denver,Indiana,122,114
"['2010', '03', '05']",Oklahoma City,LA Clippers,104,87
"['2010', '03', '05']",Orlando,New Jersey,97,87
"['2010', '03', '05']",Boston,Philadelphia,96,86
"['2010', '03', '05']",San Antonio,New Orleans,102,91
"['2010', '03', '05']",Toronto,New York,102,96
"['2010', '03', '05']",Milwaukee,Washington,102,74
"['2010', '03', '06']",Charlotte,Golden State,101,90
"['2010', '03', '06']",Dallas,Chicago,122,116
"['2010', '03', '06']",San Antonio,Memphis,102,92
"['2010', '03', '06']",Miami,Atlanta,100,94
"['2010', '03', '06']",Milwaukee,Cleveland,92,85
"['2010', '03', '06']",Houston,Minnesota,112,98
"['2010', '03', '06']",New Jersey,New York,113,93
"['2010', '03', '06']",Phoenix,Indiana,113,105
"['2010', '03', '06']",Utah,LA Clippers,107,85
"['2010', '03', '07']",Boston,Washington,86,83
"['2010', '03', '07']",Denver,Portland,118,106
"['2010', '03', '07']",Detroit,Houston,110,107
"['2010', '03', '07']",Orlando,LA Lakers,96,94
"['2010', '03', '07']",Oklahoma City,Sacramento,108,102
"['2010', '03', '07']",Philadelphia,Toronto,114,101
"['2010', '03', '08']",Cleveland,San Antonio,97,95
"['2010', '03', '08']",Memphis,New Jersey,107,101
"['2010', '03', '08']",Dallas,Minnesota,125,112
"['2010', '03', '08']",New Orleans,Golden State,135,131
"['2010', '03', '08']",New York,Atlanta,99,98
"['2010', '03', '09']",Charlotte,Miami,83,78
"['2010', '03', '09']",Utah,Chicago,132,108
"['2010', '03', '09']",Indiana,Philadelphia,107,96
"['2010', '03', '09']",LA Lakers,Toronto,109,107
"['2010', '03', '09']",Milwaukee,Boston,86,84
"['2010', '03', '09']",Orlando,LA Clippers,113,87
"['2010', '03', '09']",Portland,Sacramento,88,81
"['2010', '03', '09']",Houston,Washington,96,88
"['2010', '03', '10']",Memphis,Boston,111,91
"['2010', '03', '10']",Dallas,New Jersey,96,87
"['2010', '03', '10']",Utah,Detroit,115,104
"['2010', '03', '10']",Miami,LA Clippers,108,97
"['2010', '03', '10']",Denver,Minnesota,110,102
"['2010', '03', '10']",Oklahoma City,New Orleans,98,83
"['2010', '03', '10']",Charlotte,Philadelphia,102,87
"['2010', '03', '10']",Sacramento,Toronto,113,90
"['2010', '03', '10']",San Antonio,New York,97,87
"['2010', '03', '11']",Portland,Golden State,110,105
"['2010', '03', '11']",Orlando,Chicago,111,82
"['2010', '03', '11']",Atlanta,Washington,105,99
"['2010', '03', '12']",Boston,Indiana,122,103
"['2010', '03', '12']",Charlotte,LA Clippers,106,98
"['2010', '03', '12']",Detroit,Washington,101,87
"['2010', '03', '12']",Memphis,New York,119,112
"['2010', '03', '12']",Miami,Chicago,108,95
"['2010', '03', '12']",Milwaukee,Utah,95,87
"['2010', '03', '12']",San Antonio,Minnesota,103,85
"['2010', '03', '12']",Denver,New Orleans,102,95
"['2010', '03', '12']",Oklahoma City,New Jersey,104,102
"['2010', '03', '12']",Cleveland,Philadelphia,100,95
"['2010', '03', '12']",LA Lakers,Phoenix,102,96
"['2010', '03', '12']",Portland,Sacramento,110,94
"['2010', '03', '13']",Atlanta,Detroit,112,99
"['2010', '03', '13']",New York,Dallas,128,94
"['2010', '03', '13']",Golden State,Toronto,124,112
"['2010', '03', '13']",Houston,New Jersey,116,108
"['2010', '03', '13']",Denver,Memphis,125,108
"['2010', '03', '13']",San Antonio,LA Clippers,118,88
"['2010', '03', '13']",Orlando,Washington,109,95
"['2010', '03', '14']",Cleveland,Boston,104,93
"['2010', '03', '14']",Miami,Philadelphia,104,91
"['2010', '03', '14']",Milwaukee,Indiana,98,94
"['2010', '03', '14']",Oklahoma City,Utah,119,111
"['2010', '03', '14']",Charlotte,Orlando,96,89
"['2010', '03', '14']",Phoenix,New Orleans,120,106
"['2010', '03', '14']",Portland,Toronto,109,98
"['2010', '03', '14']",Sacramento,Minnesota,114,100
"['2010', '03', '15']",Boston,Detroit,119,93
"['2010', '03', '15']",LA Lakers,Golden State,124,121
"['2010', '03', '15']",Houston,Denver,125,123
"['2010', '03', '15']",New Orleans,LA Clippers,108,100
"['2010', '03', '15']",New York,Philadelphia,94,84
