date,winner,loser,winner_score,loser_score
"['2010', '03', '15']",Utah,Washington,112,89
"['2010', '03', '16']",Denver,Washington,97,87
"['2010', '03', '16']",Cleveland,Detroit,113,101
"['2010', '03', '16']",Indiana,Charlotte,99,94
"['2010', '03', '16']",Memphis,Chicago,104,97
"['2010', '03', '16']",San Antonio,Miami,88,76
"['2010', '03', '16']",Atlanta,New Jersey,108,84
"['2010', '03', '16']",Phoenix,Minnesota,152,114
"['2010', '03', '16']",LA Lakers,Sacramento,106,99
"['2010', '03', '17']",Boston,New York,109,97
"['2010', '03', '17']",Charlotte,Oklahoma City,100,92
"['2010', '03', '17']",Cleveland,Indiana,99,94
"['2010', '03', '17']",Dallas,Chicago,113,106
"['2010', '03', '17']",Golden State,New Orleans,131,121
"['2010', '03', '17']",Houston,Memphis,107,94
"['2010', '03', '17']",LA Clippers,Milwaukee,101,93
"['2010', '03', '17']",Orlando,San Antonio,110,84
"['2010', '03', '17']",Philadelphia,New Jersey,108,97
"['2010', '03', '17']",Toronto,Atlanta,106,105
"['2010', '03', '17']",Utah,Minnesota,122,100
"['2010', '03', '18']",Denver,New Orleans,93,80
"['2010', '03', '18']",Orlando,Miami,108,102
"['2010', '03', '19']",Atlanta,Charlotte,93,92
"['2010', '03', '19']",Cleveland,Chicago,92,85
"['2010', '03', '19']",Boston,Houston,94,87
"['2010', '03', '19']",Indiana,Detroit,106,102
"['2010', '03', '19']",LA Lakers,Minnesota,104,96
"['2010', '03', '19']",New York,Philadelphia,92,88
"['2010', '03', '19']",Phoenix,Utah,110,100
"['2010', '03', '19']",Portland,Washington,76,74
"['2010', '03', '19']",Milwaukee,Sacramento,114,108
"['2010', '03', '19']",San Antonio,Golden State,147,116
"['2010', '03', '19']",Oklahoma City,Toronto,115,89
"['2010', '03', '20']",Boston,Dallas,102,93
"['2010', '03', '20']",Milwaukee,Denver,102,97
"['2010', '03', '20']",Memphis,Golden State,123,107
"['2010', '03', '20']",Miami,Charlotte,77,71
"['2010', '03', '20']",Toronto,New Jersey,100,90
"['2010', '03', '20']",Chicago,Philadelphia,98,84
"['2010', '03', '20']",Utah,New Orleans,106,86
"['2010', '03', '21']",Atlanta,San Antonio,119,114
"['2010', '03', '21']",Cleveland,Detroit,104,79
"['2010', '03', '21']",Indiana,Oklahoma City,121,101
"['2010', '03', '21']",Sacramento,LA Clippers,102,89
"['2010', '03', '21']",LA Lakers,Washington,99,92
"['2010', '03', '21']",Houston,New York,116,112
"['2010', '03', '21']",Phoenix,Portland,93,87
"['2010', '03', '22']",Chicago,Houston,98,88
"['2010', '03', '22']",Phoenix,Golden State,133,131
"['2010', '03', '22']",Milwaukee,Atlanta,98,95
"['2010', '03', '22']",Toronto,Minnesota,106,100
"['2010', '03', '22']",Miami,New Jersey,99,89
"['2010', '03', '22']",New Orleans,Dallas,115,99
"['2010', '03', '22']",San Antonio,Oklahoma City,99,96
"['2010', '03', '22']",Orlando,Philadelphia,109,93
"['2010', '03', '22']",Memphis,Sacramento,102,85
"['2010', '03', '22']",Utah,Boston,110,97
"['2010', '03', '23']",Dallas,LA Clippers,106,96
"['2010', '03', '23']",Indiana,Detroit,98,83
"['2010', '03', '23']",New York,Denver,109,104
"['2010', '03', '23']",Charlotte,Washington,95,86
"['2010', '03', '24']",Atlanta,Orlando,86,84
"['2010', '03', '24']",Boston,Denver,113,99
"['2010', '03', '24']",Charlotte,Minnesota,108,95
"['2010', '03', '24']",Golden State,Memphis,128,110
"['2010', '03', '24']",Indiana,Washington,99,82
"['2010', '03', '24']",Philadelphia,Milwaukee,101,86
"['2010', '03', '24']",New Jersey,Sacramento,93,79
"['2010', '03', '24']",Cleveland,New Orleans,105,92
"['2010', '03', '24']",Oklahoma City,Houston,122,104
"['2010', '03', '24']",LA Lakers,San Antonio,92,83
"['2010', '03', '24']",Utah,Toronto,113,87
"['2010', '03', '25']",Miami,Chicago,103,74
"['2010', '03', '25']",LA Clippers,Houston,99,93
"['2010', '03', '25']",Portland,Dallas,101,89
"['2010', '03', '26']",Boston,Sacramento,94,86
"['2010', '03', '26']",Charlotte,Washington,107,96
"['2010', '03', '26']",Indiana,Utah,122,106
"['2010', '03', '26']",Miami,Milwaukee,87,74
"['2010', '03', '26']",New Jersey,Detroit,118,110
"['2010', '03', '26']",Oklahoma City,LA Lakers,91,75
"['2010', '03', '26']",Orlando,Minnesota,106,97
"['2010', '03', '26']",Philadelphia,Atlanta,105,98
"['2010', '03', '26']",Phoenix,New York,132,96
"['2010', '03', '26']",San Antonio,Cleveland,102,97
"['2010', '03', '26']",Denver,Toronto,97,96
"['2010', '03', '27']",Chicago,New Jersey,106,83
"['2010', '03', '27']",Dallas,Golden State,111,90
"['2010', '03', '27']",LA Lakers,Houston,109,101
"['2010', '03', '27']",Portland,New Orleans,112,101
"['2010', '03', '27']",Utah,Washington,103,87
"['2010', '03', '28']",Atlanta,Indiana,94,84
"['2010', '03', '28']",San Antonio,Boston,94,73
"['2010', '03', '28']",Cleveland,Sacramento,97,90
"['2010', '03', '28']",Chicago,Detroit,110,103
"['2010', '03', '28']",Golden State,LA Clippers,121,103
"['2010', '03', '28']",Miami,Toronto,97,94
"['2010', '03', '28']",Milwaukee,Memphis,108,103
"['2010', '03', '28']",Phoenix,Minnesota,111,105
"['2010', '03', '28']",Portland,Oklahoma City,92,87
"['2010', '03', '28']",Orlando,Denver,103,97
"['2010', '03', '29']",Toronto,Charlotte,103,101
"['2010', '03', '29']",Dallas,Denver,109,93
"['2010', '03', '29']",New Jersey,San Antonio,90,84
"['2010', '03', '29']",New Orleans,LA Lakers,108,100
"['2010', '03', '29']",Utah,New York,103,98
"['2010', '03', '30']",Phoenix,Chicago,111,105
"['2010', '03', '30']",Houston,Washington,98,94
"['2010', '03', '30']",Indiana,Sacramento,102,95
"['2010', '03', '30']",Milwaukee,LA Clippers,107,89
"['2010', '03', '30']",Oklahoma City,Philadelphia,111,93
"['2010', '03', '31']",Atlanta,LA Lakers,109,92
"['2010', '03', '31']",Oklahoma City,Boston,109,104
"['2010', '03', '31']",Charlotte,Philadelphia,103,84
"['2010', '03', '31']",Cleveland,Milwaukee,101,98
"['2010', '03', '31']",Miami,Detroit,98,81
"['2010', '03', '31']",Dallas,Memphis,106,102
"['2010', '03', '31']",Minnesota,Sacramento,108,99
"['2010', '03', '31']",Phoenix,New Jersey,116,105
"['2010', '03', '31']",Washington,New Orleans,96,91
"['2010', '03', '31']",Portland,New York,118,90
"['2010', '03', '31']",San Antonio,Houston,119,102
"['2010', '03', '31']",Toronto,LA Clippers,114,92
"['2010', '03', '31']",Utah,Golden State,128,104
"['2010', '04', '01']",Orlando,Dallas,97,82
"['2010', '04', '01']",Denver,Portland,109,92
"['2010', '04', '02']",Houston,Boston,119,114
"['2010', '04', '02']",Charlotte,Milwaukee,87,86
"['2010', '04', '02']",Cleveland,Atlanta,93,88
"['2010', '04', '02']",Phoenix,Detroit,109,94
"['2010', '04', '02']",Golden State,New York,128,117
"['2010', '04', '02']",Miami,Indiana,105,96
"['2010', '04', '02']",LA Lakers,Utah,106,92
"['2010', '04', '02']",Memphis,New Orleans,107,96
"['2010', '04', '02']",San Antonio,Orlando,112,100
"['2010', '04', '02']",Chicago,Washington,95,87
"['2010', '04', '03']",Atlanta,Detroit,91,85
"['2010', '04', '03']",Chicago,Charlotte,96,88
"['2010', '04', '03']",Oklahoma City,Dallas,121,116
"['2010', '04', '03']",Denver,LA Clippers,98,90
"['2010', '04', '03']",Milwaukee,Phoenix,107,98
"['2010', '04', '03']",Miami,Minnesota,97,84
"['2010', '04', '03']",New Jersey,New Orleans,115,87
"['2010', '04', '03']",Toronto,Philadelphia,128,123
"['2010', '04', '03']",Portland,Sacramento,98,87
"['2010', '04', '04']",Boston,Cleveland,117,113
"['2010', '04', '04']",Indiana,Houston,133,102
"['2010', '04', '04']",New York,LA Clippers,113,107
"['2010', '04', '04']",San Antonio,LA Lakers,100,81
"['2010', '04', '04']",Oklahoma City,Minnesota,116,108
"['2010', '04', '04']",Orlando,Memphis,107,92
"['2010', '04', '04']",Golden State,Toronto,113,112
"['2010', '04', '04']",Washington,New Jersey,109,99
"['2010', '04', '06']",Charlotte,Atlanta,109,100
"['2010', '04', '06']",Milwaukee,Chicago,79,74
"['2010', '04', '06']",Cleveland,Toronto,113,101
"['2010', '04', '06']",Houston,Memphis,113,103
"['2010', '04', '06']",New York,Boston,104,101
"['2010', '04', '06']",Detroit,Philadelphia,124,103
"['2010', '04', '06']",San Antonio,Sacramento,95,86
"['2010', '04', '06']",Utah,Oklahoma City,140,139
"['2010', '04', '06']",Washington,Golden State,112,94
"['2010', '04', '07']",Dallas,Memphis,110,84
"['2010', '04', '07']",Detroit,Atlanta,90,88
"['2010', '04', '07']",Houston,Utah,113,96
"['2010', '04', '07']",Indiana,New York,113,105
"['2010', '04', '07']",Portland,LA Clippers,93,85
"['2010', '04', '07']",Miami,Philadelphia,99,95
"['2010', '04', '07']",Milwaukee,New Jersey,108,89
"['2010', '04', '07']",Golden State,Minnesota,116,107
"['2010', '04', '07']",Charlotte,New Orleans,104,103
"['2010', '04', '07']",Denver,Oklahoma City,98,94
"['2010', '04', '07']",Orlando,Washington,121,94
"['2010', '04', '07']",Phoenix,San Antonio,112,101
"['2010', '04', '07']",Boston,Toronto,115,104
"['2010', '04', '08']",Chicago,Cleveland,109,108
"['2010', '04', '08']",Denver,LA Lakers,98,96
"['2010', '04', '08']",Sacramento,LA Clippers,116,94
"['2010', '04', '09']",Atlanta,Toronto,107,101
"['2010', '04', '09']",Washington,Boston,106,96
"['2010', '04', '09']",Indiana,Cleveland,116,113
"['2010', '04', '09']",Houston,Charlotte,97,90
"['2010', '04', '09']",Detroit,Miami,106,99
"['2010', '04', '09']",LA Lakers,Minnesota,97,88
"['2010', '04', '09']",New Jersey,Chicago,127,116
"['2010', '04', '09']",Utah,New Orleans,114,103
"['2010', '04', '09']",Oklahoma City,Phoenix,96,91
"['2010', '04', '09']",Orlando,New York,118,103
"['2010', '04', '09']",Milwaukee,Philadelphia,95,90
"['2010', '04', '09']",Dallas,Portland,83,77
"['2010', '04', '09']",Memphis,San Antonio,107,99
"['2010', '04', '10']",Charlotte,Detroit,99,95
"['2010', '04', '10']",San Antonio,Denver,104,85
"['2010', '04', '10']",Indiana,New Jersey,115,102
"['2010', '04', '10']",LA Clippers,Golden State,107,104
"['2010', '04', '10']",Philadelphia,Memphis,120,101
"['2010', '04', '10']",Boston,Milwaukee,105,90
"['2010', '04', '10']",Dallas,Sacramento,126,108
"['2010', '04', '10']",Atlanta,Washington,105,95
"['2010', '04', '11']",Orlando,Cleveland,98,92
"['2010', '04', '11']",Golden State,Oklahoma City,120,117
"['2010', '04', '11']",Portland,LA Lakers,91,88
"['2010', '04', '11']",New Orleans,Minnesota,114,86
"['2010', '04', '11']",Miami,New York,111,98
"['2010', '04', '11']",Phoenix,Houston,116,106
"['2010', '04', '11']",Chicago,Toronto,104,88
"['2010', '04', '12']",Denver,Memphis,123,101
"['2010', '04', '12']",Toronto,Detroit,111,97
"['2010', '04', '12']",Orlando,Indiana,118,98
"['2010', '04', '12']",Dallas,LA Clippers,117,94
"['2010', '04', '12']",Atlanta,Milwaukee,104,96
"['2010', '04', '12']",Charlotte,New Jersey,105,95
"['2010', '04', '12']",New York,Washington,114,103
"['2010', '04', '12']",Miami,Philadelphia,107,105
"['2010', '04', '12']",Portland,Oklahoma City,103,95
"['2010', '04', '12']",Houston,Sacramento,117,107
"['2010', '04', '12']",San Antonio,Minnesota,133,111
"['2010', '04', '13']",Chicago,Boston,101,93
"['2010', '04', '13']",Utah,Golden State,103,94
"['2010', '04', '13']",LA Lakers,Sacramento,106,100
"['2010', '04', '13']",Phoenix,Denver,123,101
"['2010', '04', '14']",Atlanta,Cleveland,99,83
"['2010', '04', '14']",Milwaukee,Boston,106,95
"['2010', '04', '14']",Chicago,Charlotte,98,89
"['2010', '04', '14']",Dallas,San Antonio,96,89
"['2010', '04', '14']",New Orleans,Houston,123,115
"['2010', '04', '14']",LA Clippers,LA Lakers,107,91
"['2010', '04', '14']",Miami,New Jersey,94,86
"['2010', '04', '14']",Detroit,Minnesota,103,98
"['2010', '04', '14']",Oklahoma City,Memphis,114,105
"['2010', '04', '14']",Orlando,Philadelphia,125,111
"['2010', '04', '14']",Golden State,Portland,122,116
"['2010', '04', '14']",Toronto,New York,131,113
"['2010', '04', '14']",Phoenix,Utah,100,86
"['2010', '04', '14']",Washington,Indiana,98,97
"['2010', '04', '17']",Atlanta,Milwaukee,102,92
"['2010', '04', '17']",Boston,Miami,85,76
"['2010', '04', '17']",Cleveland,Chicago,96,83
"['2010', '04', '17']",Denver,Utah,126,113
"['2010', '04', '18']",Dallas,San Antonio,100,94
"['2010', '04', '18']",LA Lakers,Oklahoma City,87,79
"['2010', '04', '18']",Orlando,Charlotte,98,89
"['2010', '04', '18']",Portland,Phoenix,105,100
"['2010', '04', '19']",Cleveland,Chicago,112,102
"['2010', '04', '19']",Utah,Denver,114,111
"['2010', '04', '20']",Atlanta,Milwaukee,96,86
"['2010', '04', '20']",Boston,Miami,106,77
"['2010', '04', '20']",LA Lakers,Oklahoma City,95,92
"['2010', '04', '20']",Phoenix,Portland,119,90
"['2010', '04', '21']",San Antonio,Dallas,102,88
"['2010', '04', '21']",Orlando,Charlotte,92,77
"['2010', '04', '22']",Chicago,Cleveland,108,106
"['2010', '04', '22']",Oklahoma City,LA Lakers,101,96
"['2010', '04', '22']",Phoenix,Portland,108,89
"['2010', '04', '23']",Boston,Miami,100,98
"['2010', '04', '23']",San Antonio,Dallas,94,90
"['2010', '04', '23']",Utah,Denver,105,93
"['2010', '04', '24']",Orlando,Charlotte,90,86
"['2010', '04', '24']",Milwaukee,Atlanta,107,89
"['2010', '04', '24']",Oklahoma City,LA Lakers,110,89
"['2010', '04', '24']",Portland,Phoenix,96,87
"['2010', '04', '25']",Cleveland,Chicago,121,98
"['2010', '04', '25']",Miami,Boston,101,92
"['2010', '04', '25']",San Antonio,Dallas,92,89
"['2010', '04', '25']",Utah,Denver,117,106
"['2010', '04', '26']",Orlando,Charlotte,99,90
"['2010', '04', '26']",Milwaukee,Atlanta,111,104
"['2010', '04', '26']",Phoenix,Portland,107,88
"['2010', '04', '27']",Boston,Miami,96,86
"['2010', '04', '27']",Cleveland,Chicago,96,94
"['2010', '04', '27']",Dallas,San Antonio,103,81
"['2010', '04', '27']",LA Lakers,Oklahoma City,111,87
"['2010', '04', '28']",Milwaukee,Atlanta,91,87
"['2010', '04', '28']",Denver,Utah,116,102
"['2010', '04', '29']",Phoenix,Portland,99,90
"['2010', '04', '29']",San Antonio,Dallas,97,87
"['2010', '04', '30']",Atlanta,Milwaukee,83,69
"['2010', '04', '30']",LA Lakers,Oklahoma City,95,94
"['2010', '04', '30']",Utah,Denver,112,104
"['2010', '05', '01']",Cleveland,Boston,101,93
"['2010', '05', '02']",Atlanta,Milwaukee,95,74
"['2010', '05', '02']",LA Lakers,Utah,104,99
"['2010', '05', '03']",Boston,Cleveland,104,86
"['2010', '05', '03']",Phoenix,San Antonio,111,102
"['2010', '05', '04']",LA Lakers,Utah,111,103
"['2010', '05', '04']",Orlando,Atlanta,114,71
"['2010', '05', '05']",Phoenix,San Antonio,110,102
"['2010', '05', '06']",Orlando,Atlanta,112,98
"['2010', '05', '07']",Cleveland,Boston,124,95
"['2010', '05', '07']",Phoenix,San Antonio,110,96
"['2010', '05', '08']",Orlando,Atlanta,105,75
"['2010', '05', '08']",LA Lakers,Utah,111,110
"['2010', '05', '09']",Boston,Cleveland,97,87
"['2010', '05', '09']",Phoenix,San Antonio,107,101
"['2010', '05', '10']",Orlando,Atlanta,98,84
"['2010', '05', '10']",LA Lakers,Utah,111,96
"['2010', '05', '11']",Boston,Cleveland,120,88
"['2010', '05', '13']",Boston,Cleveland,94,85
"['2010', '05', '16']",Boston,Orlando,92,88
"['2010', '05', '17']",LA Lakers,Phoenix,128,107
"['2010', '05', '18']",Boston,Orlando,95,92
"['2010', '05', '19']",LA Lakers,Phoenix,124,112
"['2010', '05', '22']",Boston,Orlando,94,71
"['2010', '05', '23']",Phoenix,LA Lakers,118,109
"['2010', '05', '24']",Orlando,Boston,96,92
"['2010', '05', '25']",Phoenix,LA Lakers,115,106
"['2010', '05', '26']",Orlando,Boston,113,92
"['2010', '05', '27']",LA Lakers,Phoenix,103,101
"['2010', '05', '28']",Boston,Orlando,96,84
"['2010', '05', '29']",LA Lakers,Phoenix,111,103
"['2010', '06', '03']",LA Lakers,Boston,102,89
"['2010', '06', '06']",Boston,LA Lakers,103,94
"['2010', '06', '08']",LA Lakers,Boston,91,84
"['2010', '06', '10']",Boston,LA Lakers,96,89
"['2010', '06', '13']",Boston,LA Lakers,92,86
"['2010', '06', '15']",LA Lakers,Boston,89,67
"['2010', '06', '17']",LA Lakers,Boston,83,79
"['2010', '10', '26']",Boston,Miami,88,80
"['2010', '10', '26']",LA Lakers,Houston,112,110
"['2010', '10', '26']",Portland,Phoenix,106,92
"['2010', '10', '27']",Cleveland,Boston,95,87
"['2010', '10', '27']",Dallas,Charlotte,101,86
"['2010', '10', '27']",Denver,Utah,110,88
"['2010', '10', '27']",Golden State,Houston,132,128
"['2010', '10', '27']",Portland,LA Clippers,98,88
"['2010', '10', '27']",Atlanta,Memphis,119,104
"['2010', '10', '27']",Sacramento,Minnesota,117,116
"['2010', '10', '27']",New Jersey,Detroit,101,98
"['2010', '10', '27']",New Orleans,Milwaukee,95,91
"['2010', '10', '27']",Oklahoma City,Chicago,106,95
"['2010', '10', '27']",Miami,Philadelphia,97,87
"['2010', '10', '27']",San Antonio,Indiana,122,109
"['2010', '10', '27']",New York,Toronto,98,93
"['2010', '10', '28']",Orlando,Washington,112,83
"['2010', '10', '28']",Phoenix,Utah,110,94
"['2010', '10', '29']",Boston,New York,105,101
"['2010', '10', '29']",Indiana,Charlotte,104,101
"['2010', '10', '29']",Memphis,Dallas,91,90
"['2010', '10', '29']",Oklahoma City,Detroit,105,104
"['2010', '10', '29']",Golden State,LA Clippers,109,91
"['2010', '10', '29']",Miami,Orlando,96,70
"['2010', '10', '29']",Minnesota,Milwaukee,96,85
"['2010', '10', '29']",New Jersey,Sacramento,106,100
"['2010', '10', '29']",New Orleans,Denver,101,95
"['2010', '10', '29']",Atlanta,Philadelphia,104,101
"['2010', '10', '29']",LA Lakers,Phoenix,114,106
"['2010', '10', '29']",Toronto,Cleveland,101,81
"['2010', '10', '30']",Atlanta,Washington,99,95
"['2010', '10', '30']",Chicago,Detroit,101,91
"['2010', '10', '30']",Sacramento,Cleveland,107,104
"['2010', '10', '30']",Denver,Houston,107,94
"['2010', '10', '30']",Indiana,Philadelphia,99,86
"['2010', '10', '30']",Memphis,Minnesota,109,89
"['2010', '10', '30']",Milwaukee,Charlotte,98,88
"['2010', '10', '30']",Portland,New York,100,95
"['2010', '10', '30']",New Orleans,San Antonio,99,90
"['2010', '10', '31']",Dallas,LA Clippers,99,83
"['2010', '10', '31']",LA Lakers,Golden State,107,83
"['2010', '10', '31']",Miami,New Jersey,101,78
"['2010', '10', '31']",Utah,Oklahoma City,120,99
"['2010', '11', '01']",Chicago,Portland,110,98
"['2010', '11', '01']",San Antonio,LA Clippers,97,88
"['2010', '11', '01']",Sacramento,Toronto,111,108
"['2010', '11', '02']",Atlanta,Cleveland,100,88
"['2010', '11', '02']",Boston,Detroit,109,86
"['2010', '11', '02']",LA Lakers,Memphis,124,105
"['2010', '11', '02']",Miami,Minnesota,129,97
"['2010', '11', '02']",Portland,Milwaukee,90,76
"['2010', '11', '02']",Washington,Philadelphia,116,115
"['2010', '11', '03']",Atlanta,Detroit,94,85
"['2010', '11', '03']",Boston,Milwaukee,105,102
"['2010', '11', '03']",Dallas,Denver,102,101
"['2010', '11', '03']",Golden State,Memphis,115,109
"['2010', '11', '03']",New Orleans,Houston,107,99
"['2010', '11', '03']",LA Clippers,Oklahoma City,107,92
"['2010', '11', '03']",Charlotte,New Jersey,85,83
"['2010', '11', '03']",Orlando,Minnesota,128,86
"['2010', '11', '03']",Philadelphia,Indiana,101,75
"['2010', '11', '03']",San Antonio,Phoenix,112,110
"['2010', '11', '03']",LA Lakers,Sacramento,112,100
"['2010', '11', '03']",Utah,Toronto,125,108
"['2010', '11', '04']",New York,Chicago,120,112
"['2010', '11', '04']",Oklahoma City,Portland,107,106
"['2010', '11', '05']",Boston,Chicago,110,105
"['2010', '11', '05']",Denver,LA Clippers,111,104
"['2010', '11', '05']",Detroit,Charlotte,97,90
"['2010', '11', '05']",Golden State,Utah,85,78
"['2010', '11', '05']",Milwaukee,Indiana,94,90
"['2010', '11', '05']",LA Lakers,Toronto,108,103
"['2010', '11', '05']",Atlanta,Minnesota,113,103
"['2010', '11', '05']",New Orleans,Miami,96,93
"['2010', '11', '05']",New York,Washington,112,91
"['2010', '11', '05']",Orlando,New Jersey,105,90
"['2010', '11', '05']",Cleveland,Philadelphia,123,116
"['2010', '11', '05']",Phoenix,Memphis,123,118
"['2010', '11', '06']",Orlando,Charlotte,91,88
"['2010', '11', '06']",Denver,Dallas,103,92
"['2010', '11', '06']",Miami,New Jersey,101,89
"['2010', '11', '06']",New Orleans,Milwaukee,87,81
"['2010', '11', '06']",Portland,Toronto,97,84
"['2010', '11', '06']",Memphis,Sacramento,100,91
"['2010', '11', '06']",San Antonio,Houston,124,121
"['2010', '11', '06']",Utah,LA Clippers,109,107
"['2010', '11', '06']",Cleveland,Washington,107,102
"['2010', '11', '07']",Phoenix,Atlanta,118,114
"['2010', '11', '07']",Detroit,Golden State,102,97
"['2010', '11', '07']",Houston,Minnesota,120,94
"['2010', '11', '07']",LA Lakers,Portland,121,96
"['2010', '11', '07']",Philadelphia,New York,106,96
"['2010', '11', '07']",Boston,Oklahoma City,92,83
"['2010', '11', '08']",San Antonio,Charlotte,95,91
"['2010', '11', '08']",Chicago,Denver,94,92
"['2010', '11', '08']",Dallas,Boston,89,87
"['2010', '11', '08']",Memphis,Phoenix,109,99
"['2010', '11', '08']",Orlando,Atlanta,93,89
"['2010', '11', '08']",Golden State,Toronto,109,102
"['2010', '11', '09']",Indiana,Denver,144,113
"['2010', '11', '09']",LA Lakers,Minnesota,99,94
"['2010', '11', '09']",Utah,Miami,116,114
"['2010', '11', '09']",Milwaukee,New York,107,80
"['2010', '11', '09']",Cleveland,New Jersey,93,91
"['2010', '11', '09']",New Orleans,LA Clippers,101,82
"['2010', '11', '09']",Portland,Detroit,100,78
"['2010', '11', '10']",Milwaukee,Atlanta,108,91
"['2010', '11', '10']",New Jersey,Cleveland,95,87
"['2010', '11', '10']",Dallas,Memphis,106,91
"['2010', '11', '10']",Golden State,New York,122,117
"['2010', '11', '10']",Oklahoma City,Philadelphia,109,103
"['2010', '11', '10']",Utah,Orlando,104,94
"['2010', '11', '10']",Minnesota,Sacramento,98,89
"['2010', '11', '10']",San Antonio,LA Clippers,107,95
"['2010', '11', '10']",Charlotte,Toronto,101,96
"['2010', '11', '10']",Washington,Houston,98,91
"['2010', '11', '11']",Chicago,Golden State,120,90
"['2010', '11', '11']",Denver,LA Lakers,118,112
"['2010', '11', '11']",Boston,Miami,112,107
"['2010', '11', '12']",Utah,Atlanta,90,86
"['2010', '11', '12']",Dallas,Philadelphia,99,90
"['2010', '11', '12']",Houston,Indiana,102,99
"['2010', '11', '12']",Detroit,LA Clippers,113,107
"['2010', '11', '12']",Minnesota,New York,112,103
"['2010', '11', '12']",Oklahoma City,Portland,110,108
"['2010', '11', '12']",Toronto,Orlando,110,106
"['2010', '11', '12']",Phoenix,Sacramento,103,89
"['2010', '11', '12']",Charlotte,Washington,93,85
"['2010', '11', '13']",Utah,Charlotte,96,95
"['2010', '11', '13']",Chicago,Washington,103,96
"['2010', '11', '13']",Indiana,Cleveland,99,85
"['2010', '11', '13']",Boston,Memphis,116,110
"['2010', '11', '13']",Miami,Toronto,109,100
"['2010', '11', '13']",Milwaukee,Golden State,79,72
"['2010', '11', '13']",Orlando,New Jersey,91,90
"['2010', '11', '13']",New Orleans,Portland,107,87
"['2010', '11', '13']",San Antonio,Philadelphia,116,93
"['2010', '11', '14']",Atlanta,Minnesota,111,105
"['2010', '11', '14']",Phoenix,LA Lakers,121,116
"['2010', '11', '14']",Houston,New York,104,96
"['2010', '11', '14']",San Antonio,Oklahoma City,117,104
"['2010', '11', '14']",Detroit,Sacramento,100,94
"['2010', '11', '15']",Charlotte,Minnesota,113,110
"['2010', '11', '15']",Dallas,New Orleans,98,95
"['2010', '11', '15']",Golden State,Detroit,101,97
"['2010', '11', '15']",New Jersey,LA Clippers,110,96
"['2010', '11', '15']",Orlando,Memphis,89,72
"['2010', '11', '15']",Phoenix,Denver,100,94
"['2010', '11', '15']",Oklahoma City,Utah,115,108
"['2010', '11', '16']",Cleveland,Philadelphia,101,93
"['2010', '11', '16']",Denver,New York,120,118
"['2010', '11', '16']",Chicago,Houston,95,92
"['2010', '11', '16']",Atlanta,Indiana,102,92
"['2010', '11', '16']",Portland,Memphis,100,99
"['2010', '11', '16']",LA Lakers,Milwaukee,118,107
"['2010', '11', '16']",Washington,Toronto,109,94
"['2010', '11', '17']",Boston,Washington,114,83
"['2010', '11', '17']",LA Lakers,Detroit,103,90
"['2010', '11', '17']",Miami,Phoenix,123,96
"['2010', '11', '17']",Minnesota,LA Clippers,113,111
"['2010', '11', '17']",New Orleans,Dallas,99,97
"['2010', '11', '17']",Oklahoma City,Houston,116,99
"['2010', '11', '17']",Toronto,Philadelphia,94,86
"['2010', '11', '17']",New York,Sacramento,113,106
"['2010', '11', '17']",San Antonio,Chicago,103,94
"['2010', '11', '17']",Utah,New Jersey,98,88
"['2010', '11', '18']",Indiana,LA Clippers,107,80
"['2010', '11', '18']",Orlando,Phoenix,105,89
"['2010', '11', '18']",Portland,Denver,86,83
"['2010', '11', '19']",Oklahoma City,Boston,89,84
"['2010', '11', '19']",Chicago,Dallas,88,83
"['2010', '11', '19']",New York,Golden State,125,119
"['2010', '11', '19']",Miami,Charlotte,95,87
"['2010', '11', '19']",LA Lakers,Minnesota,112,95
"['2010', '11', '19']",New Orleans,Cleveland,108,101
"['2010', '11', '19']",Philadelphia,Milwaukee,90,79
"['2010', '11', '19']",Sacramento,New Jersey,86,81
"['2010', '11', '19']",Toronto,Houston,106,96
"['2010', '11', '19']",San Antonio,Utah,94,82
"['2010', '11', '19']",Washington,Memphis,89,86
"['2010', '11', '20']",Dallas,Atlanta,98,93
"['2010', '11', '20']",Charlotte,Phoenix,123,105
"['2010', '11', '20']",Denver,New Jersey,107,103
"['2010', '11', '20']",Orlando,Indiana,90,86
"['2010', '11', '20']",New York,LA Clippers,124,115
"['2010', '11', '20']",Memphis,Miami,97,95
"['2010', '11', '20']",Oklahoma City,Milwaukee,82,81
"['2010', '11', '20']",Utah,Portland,103,94
"['2010', '11', '20']",San Antonio,Cleveland,116,92
"['2010', '11', '21']",Detroit,Washington,115,110
"['2010', '11', '21']",LA Lakers,Golden State,117,89
"['2010', '11', '21']",New Orleans,Sacramento,75,71
"['2010', '11', '21']",Toronto,Boston,102,101
"['2010', '11', '22']",Boston,Atlanta,99,76
"['2010', '11', '22']",Denver,Golden State,106,89
"['2010', '11', '22']",Phoenix,Houston,123,116
"['2010', '11', '22']",LA Clippers,New Orleans,99,95
"['2010', '11', '22']",Indiana,Miami,93,77
"['2010', '11', '22']",Oklahoma City,Minnesota,117,107
"['2010', '11', '22']",San Antonio,Orlando,106,97
"['2010', '11', '22']",Utah,Sacramento,94,83
"['2010', '11', '23']",Dallas,Detroit,88,84
"['2010', '11', '23']",Indiana,Cleveland,100,89
"['2010', '11', '23']",LA Lakers,Chicago,98,91
"['2010', '11', '23']",New Jersey,Atlanta,107,101
