date,winner,loser,winner_score,loser_score
"['2021', '11', '24']",Brooklyn,Boston,123,104
"['2021', '11', '24']",Phoenix,Cleveland,120,115
"['2021', '11', '24']",Golden State,Philadelphia,116,96
"['2021', '11', '24']",Houston,Chicago,118,113
"['2021', '11', '24']",LA Lakers,Indiana,124,116
"['2021', '11', '24']",Toronto,Memphis,126,113
"['2021', '11', '24']",Milwaukee,Detroit,114,93
"['2021', '11', '24']",Minnesota,Miami,113,101
"['2021', '11', '24']",New Orleans,Washington,127,102
"['2021', '11', '24']",Utah,Oklahoma City,110,104
"['2021', '11', '24']",Charlotte,Orlando,106,99
"['2021', '11', '24']",Sacramento,Portland,125,121
"['2021', '11', '24']",Atlanta,San Antonio,124,106
"['2021', '11', '26']",Charlotte,Minnesota,133,115
"['2021', '11', '26']",Milwaukee,Denver,120,109
"['2021', '11', '26']",Golden State,Portland,118,103
"['2021', '11', '26']",Indiana,Toronto,114,97
"['2021', '11', '26']",LA Clippers,Detroit,107,96
"['2021', '11', '26']",Sacramento,LA Lakers,141,137
"['2021', '11', '26']",Atlanta,Memphis,132,100
"['2021', '11', '26']",Phoenix,New York,118,97
"['2021', '11', '26']",Washington,Oklahoma City,101,99
"['2021', '11', '26']",Chicago,Orlando,123,88
"['2021', '11', '26']",San Antonio,Boston,96,88
"['2021', '11', '26']",New Orleans,Utah,98,97
"['2021', '11', '27']",New York,Atlanta,99,90
"['2021', '11', '27']",Phoenix,Brooklyn,113,107
"['2021', '11', '27']",Miami,Chicago,107,104
"['2021', '11', '27']",Cleveland,Orlando,105,92
"['2021', '11', '27']",Washington,Dallas,120,114
"['2021', '11', '27']",Houston,Charlotte,146,143
"['2021', '11', '27']",Minnesota,Philadelphia,121,120
"['2021', '11', '27']",Utah,New Orleans,127,105
"['2021', '11', '28']",Milwaukee,Indiana,118,100
"['2021', '11', '28']",Golden State,LA Clippers,105,90
"['2021', '11', '28']",LA Lakers,Detroit,110,106
"['2021', '11', '28']",Memphis,Sacramento,128,101
"['2021', '11', '28']",Boston,Toronto,109,97
"['2021', '11', '29']",Chicago,Charlotte,133,119
"['2021', '11', '29']",Cleveland,Dallas,114,96
"['2021', '11', '29']",Houston,Oklahoma City,102,89
"['2021', '11', '29']",New Orleans,LA Clippers,123,104
"['2021', '11', '29']",Denver,Miami,120,111
"['2021', '11', '29']",Minnesota,Indiana,100,98
"['2021', '11', '29']",Philadelphia,Orlando,101,96
"['2021', '11', '29']",San Antonio,Washington,116,99
"['2021', '11', '29']",Utah,Portland,129,107
"['2021', '11', '30']",Brooklyn,New York,112,110
"['2021', '11', '30']",Phoenix,Golden State,104,96
"['2021', '11', '30']",Portland,Detroit,110,92
"['2021', '11', '30']",LA Lakers,Sacramento,117,92
"['2021', '11', '30']",Memphis,Toronto,98,91
"['2021', '12', '01']",Boston,Philadelphia,88,87
"['2021', '12', '01']",Atlanta,Indiana,114,111
"['2021', '12', '01']",Sacramento,LA Clippers,124,115
"['2021', '12', '01']",Cleveland,Miami,111,85
"['2021', '12', '01']",Milwaukee,Charlotte,127,125
"['2021', '12', '01']",Dallas,New Orleans,139,107
"['2021', '12', '01']",Houston,Oklahoma City,114,110
"['2021', '12', '01']",Orlando,Denver,108,103
"['2021', '12', '01']",Washington,Minnesota,115,107
"['2021', '12', '02']",Memphis,Oklahoma City,152,79
"['2021', '12', '02']",Chicago,New York,119,115
"['2021', '12', '02']",Phoenix,Detroit,114,103
"['2021', '12', '02']",San Antonio,Portland,114,83
"['2021', '12', '02']",Toronto,Milwaukee,97,93
"['2021', '12', '03']",Philadelphia,Atlanta,98,96
"['2021', '12', '03']",Brooklyn,Minnesota,110,105
"['2021', '12', '03']",New Orleans,Dallas,107,91
"['2021', '12', '03']",Golden State,Phoenix,118,96
"['2021', '12', '03']",Houston,Orlando,118,116
"['2021', '12', '03']",Miami,Indiana,113,104
"['2021', '12', '03']",LA Clippers,LA Lakers,119,115
"['2021', '12', '03']",Utah,Boston,137,130
"['2021', '12', '03']",Cleveland,Washington,116,101
"['2021', '12', '04']",Chicago,Brooklyn,111,107
"['2021', '12', '04']",Memphis,Dallas,97,90
"['2021', '12', '04']",San Antonio,Golden State,112,107
"['2021', '12', '04']",Milwaukee,Miami,124,102
"['2021', '12', '04']",Denver,New York,113,99
"['2021', '12', '04']",Boston,Portland,145,117
"['2021', '12', '04']",Sacramento,LA Clippers,104,99
"['2021', '12', '05']",Charlotte,Atlanta,130,127
"['2021', '12', '05']",Utah,Cleveland,109,108
"['2021', '12', '05']",Houston,New Orleans,118,108
"['2021', '12', '05']",Toronto,Washington,102,90
"['2021', '12', '06']",Chicago,Denver,109,97
"['2021', '12', '06']",Philadelphia,Charlotte,127,124
"['2021', '12', '06']",Oklahoma City,Detroit,114,103
"['2021', '12', '06']",Golden State,Orlando,126,95
"['2021', '12', '06']",Indiana,Washington,116,110
"['2021', '12', '06']",Memphis,Miami,105,90
"['2021', '12', '06']",Milwaukee,Cleveland,112,104
"['2021', '12', '06']",Atlanta,Minnesota,121,110
"['2021', '12', '06']",Phoenix,San Antonio,108,104
"['2021', '12', '06']",LA Clippers,Portland,102,90
"['2021', '12', '07']",Brooklyn,Dallas,102,99
"['2021', '12', '07']",LA Lakers,Boston,117,102
"['2021', '12', '07']",New York,San Antonio,121,109
"['2021', '12', '08']",Philadelphia,Charlotte,110,106
"['2021', '12', '08']",Cleveland,Chicago,115,92
"['2021', '12', '08']",Washington,Detroit,119,116
"['2021', '12', '08']",Golden State,Portland,104,94
"['2021', '12', '08']",Houston,Brooklyn,114,104
"['2021', '12', '08']",Indiana,New York,122,102
"['2021', '12', '08']",LA Clippers,Boston,114,111
"['2021', '12', '08']",Dallas,Memphis,104,96
"['2021', '12', '08']",Miami,Milwaukee,113,104
"['2021', '12', '08']",Utah,Minnesota,136,104
"['2021', '12', '08']",Denver,New Orleans,120,114
"['2021', '12', '08']",Sacramento,Orlando,142,130
"['2021', '12', '08']",Oklahoma City,Toronto,110,109
"['2021', '12', '09']",Memphis,LA Lakers,108,95
"['2021', '12', '09']",Utah,Philadelphia,118,96
"['2021', '12', '09']",San Antonio,Denver,123,111
"['2021', '12', '10']",Brooklyn,Atlanta,113,105
"['2021', '12', '10']",Charlotte,Sacramento,124,123
"['2021', '12', '10']",Milwaukee,Houston,123,114
"['2021', '12', '10']",Indiana,Dallas,106,93
"['2021', '12', '10']",Cleveland,Minnesota,123,106
"['2021', '12', '10']",New Orleans,Detroit,109,93
"['2021', '12', '10']",LA Lakers,Oklahoma City,116,95
"['2021', '12', '10']",Phoenix,Boston,111,90
"['2021', '12', '10']",Toronto,New York,90,87
"['2021', '12', '11']",Cleveland,Sacramento,117,103
"['2021', '12', '11']",LA Clippers,Orlando,106,104
"['2021', '12', '11']",Memphis,Houston,113,106
"['2021', '12', '11']",Miami,Chicago,118,92
"['2021', '12', '11']",Philadelphia,Golden State,102,93
"['2021', '12', '11']",Denver,San Antonio,127,112
"['2021', '12', '11']",Utah,Washington,123,98
"['2021', '12', '12']",Brooklyn,Detroit,116,104
"['2021', '12', '12']",LA Lakers,Orlando,106,94
"['2021', '12', '12']",Milwaukee,New York,112,97
"['2021', '12', '12']",Dallas,Oklahoma City,103,84
"['2021', '12', '12']",Minnesota,Portland,116,111
"['2021', '12', '12']",San Antonio,New Orleans,112,97
"['2021', '12', '13']",Houston,Atlanta,132,126
"['2021', '12', '13']",Boston,Milwaukee,117,103
"['2021', '12', '13']",Cleveland,Miami,105,94
"['2021', '12', '13']",Dallas,Charlotte,120,96
"['2021', '12', '13']",Denver,Washington,113,107
"['2021', '12', '13']",Golden State,Indiana,102,100
"['2021', '12', '13']",LA Clippers,Phoenix,111,95
"['2021', '12', '13']",Memphis,Philadelphia,126,91
"['2021', '12', '13']",Toronto,Sacramento,124,101
"['2021', '12', '14']",Brooklyn,Toronto,131,129
"['2021', '12', '14']",Golden State,New York,105,96
"['2021', '12', '14']",Phoenix,Portland,111,107
"['2021', '12', '15']",Cleveland,Houston,124,89
"['2021', '12', '15']",LA Lakers,Dallas,107,104
"['2021', '12', '15']",Minnesota,Denver,124,107
"['2021', '12', '15']",Milwaukee,Indiana,114,99
"['2021', '12', '15']",New Orleans,Oklahoma City,113,110
"['2021', '12', '15']",Atlanta,Orlando,111,99
"['2021', '12', '15']",Miami,Philadelphia,101,96
"['2021', '12', '15']",Memphis,Portland,113,103
"['2021', '12', '15']",Sacramento,Washington,119,105
"['2021', '12', '15']",Charlotte,San Antonio,131,115
"['2021', '12', '15']",Utah,LA Clippers,124,103
"['2021', '12', '16']",Brooklyn,Philadelphia,114,105
"['2021', '12', '16']",New York,Houston,116,103
"['2021', '12', '16']",Indiana,Detroit,122,113
"['2021', '12', '16']",Phoenix,Washington,118,98
"['2021', '12', '17']",Denver,Atlanta,133,115
"['2021', '12', '17']",Golden State,Boston,111,107
"['2021', '12', '17']",Minnesota,LA Lakers,110,92
"['2021', '12', '17']",New Orleans,Milwaukee,116,112
"['2021', '12', '17']",Miami,Orlando,115,105
"['2021', '12', '17']",Portland,Charlotte,125,116
"['2021', '12', '17']",Memphis,Sacramento,124,105
"['2021', '12', '17']",San Antonio,Utah,128,126
"['2021', '12', '18']",Boston,New York,114,107
"['2021', '12', '18']",Orlando,Brooklyn,100,93
"['2021', '12', '18']",Houston,Detroit,116,107
"['2021', '12', '18']",Cleveland,Milwaukee,119,90
"['2021', '12', '18']",Oklahoma City,LA Clippers,104,103
"['2021', '12', '18']",Toronto,Golden State,119,100
"['2021', '12', '18']",Washington,Utah,109,103
"['2021', '12', '19']",Chicago,LA Lakers,115,110
"['2021', '12', '19']",Detroit,Miami,100,90
"['2021', '12', '19']",Portland,Memphis,105,100
"['2021', '12', '19']",Minnesota,Dallas,111,105
"['2021', '12', '19']",Phoenix,Charlotte,137,106
"['2021', '12', '19']",Sacramento,San Antonio,121,114
"['2021', '12', '20']",Philadelphia,Boston,108,103
"['2021', '12', '20']",Chicago,Houston,133,118
"['2021', '12', '20']",Golden State,Sacramento,113,98
"['2021', '12', '20']",San Antonio,LA Clippers,116,92
"['2021', '12', '20']",Oklahoma City,Memphis,102,99
"['2021', '12', '20']",Utah,Charlotte,112,102
"['2021', '12', '21']",Dallas,Minnesota,114,102
"['2021', '12', '21']",Phoenix,LA Lakers,108,90
"['2021', '12', '21']",Miami,Indiana,125,96
"['2021', '12', '21']",New Orleans,Portland,111,97
"['2021', '12', '21']",New York,Detroit,105,91
"['2021', '12', '22']",Orlando,Atlanta,104,98
"['2021', '12', '22']",Boston,Cleveland,111,101
"['2021', '12', '22']",Milwaukee,Houston,126,106
"['2021', '12', '22']",Oklahoma City,Denver,108,94
"['2021', '12', '22']",LA Clippers,Sacramento,105,89
"['2021', '12', '23']",Milwaukee,Dallas,102,95
"['2021', '12', '23']",Charlotte,Denver,115,107
"['2021', '12', '23']",Golden State,Memphis,113,104
"['2021', '12', '23']",Indiana,Houston,118,106
"['2021', '12', '23']",San Antonio,LA Lakers,138,110
"['2021', '12', '23']",Miami,Detroit,115,112
"['2021', '12', '23']",Washington,New York,124,117
"['2021', '12', '23']",New Orleans,Orlando,110,104
"['2021', '12', '23']",Atlanta,Philadelphia,98,96
"['2021', '12', '23']",Phoenix,Oklahoma City,113,101
"['2021', '12', '23']",Utah,Minnesota,128,116
"['2021', '12', '25']",Brooklyn,LA Lakers,122,115
"['2021', '12', '25']",Milwaukee,Boston,117,113
"['2021', '12', '25']",New York,Atlanta,101,87
"['2021', '12', '25']",Golden State,Phoenix,116,107
"['2021', '12', '25']",Utah,Dallas,120,116
"['2021', '12', '26']",Chicago,Indiana,113,105
"['2021', '12', '26']",Cleveland,Toronto,144,99
"['2021', '12', '26']",Denver,LA Clippers,103,100
"['2021', '12', '26']",Miami,Orlando,93,83
"['2021', '12', '26']",Oklahoma City,New Orleans,117,112
"['2021', '12', '26']",Memphis,Sacramento,127,102
"['2021', '12', '26']",San Antonio,Detroit,144,109
"['2021', '12', '26']",Philadelphia,Washington,117,96
"['2021', '12', '27']",Chicago,Atlanta,130,118
"['2021', '12', '27']",Charlotte,Houston,123,99
"['2021', '12', '27']",Brooklyn,LA Clippers,124,108
"['2021', '12', '27']",Minnesota,Boston,108,103
"['2021', '12', '27']",Memphis,Phoenix,114,113
"['2021', '12', '27']",Dallas,Portland,132,117
"['2021', '12', '27']",Utah,San Antonio,110,104
"['2021', '12', '28']",Denver,Golden State,89,86
"['2021', '12', '28']",LA Lakers,Houston,132,123
"['2021', '12', '28']",Miami,Washington,119,112
"['2021', '12', '28']",New York,Minnesota,96,88
"['2021', '12', '28']",New Orleans,Cleveland,108,104
"['2021', '12', '28']",Milwaukee,Orlando,127,110
"['2021', '12', '28']",Sacramento,Oklahoma City,117,111
"['2021', '12', '28']",Philadelphia,Toronto,114,109
"['2021', '12', '29']",LA Clippers,Boston,91,82
"['2021', '12', '29']",Chicago,Atlanta,131,117
"['2021', '12', '29']",New York,Detroit,94,85
"['2021', '12', '29']",Charlotte,Indiana,116,108
"['2021', '12', '29']",Memphis,LA Lakers,104,99
"['2021', '12', '29']",Phoenix,Oklahoma City,115,97
"['2021', '12', '29']",Utah,Portland,120,105
"['2021', '12', '29']",Sacramento,Dallas,95,94
"['2021', '12', '30']",Philadelphia,Brooklyn,110,102
"['2021', '12', '30']",Milwaukee,Orlando,136,118
"['2021', '12', '30']",Washington,Cleveland,110,93
"['2021', '12', '31']",Boston,Phoenix,123,108
"['2021', '12', '31']",Atlanta,Cleveland,121,118
"['2021', '12', '31']",Miami,Houston,120,110
"['2021', '12', '31']",Chicago,Indiana,108,106
"['2021', '12', '31']",LA Lakers,Portland,139,106
"['2021', '12', '31']",Memphis,San Antonio,118,105
"['2021', '12', '31']",Oklahoma City,New York,95,80
"['2021', '12', '31']",Dallas,Sacramento,112,96
"['2021', '12', '31']",Toronto,LA Clippers,116,108
"['2021', '12', '31']",Utah,Minnesota,120,108
