date,winner,loser,winner_score,loser_score
"['2019', '01', '20']",LA Clippers,San Antonio,103,95
"['2019', '01', '21']",Orlando,Atlanta,122,103
"['2019', '01', '21']",Boston,Miami,107,99
"['2019', '01', '21']",Brooklyn,Sacramento,123,94
"['2019', '01', '21']",Chicago,Cleveland,104,88
"['2019', '01', '21']",Golden State,LA Lakers,130,111
"['2019', '01', '21']",New Orleans,Memphis,105,85
"['2019', '01', '21']",Milwaukee,Dallas,116,106
"['2019', '01', '21']",Oklahoma City,New York,127,109
"['2019', '01', '21']",Philadelphia,Houston,121,93
"['2019', '01', '21']",Portland,Utah,109,104
"['2019', '01', '21']",Washington,Detroit,101,87
"['2019', '01', '22']",Dallas,LA Clippers,106,98
"['2019', '01', '22']",Oklahoma City,Portland,123,114
"['2019', '01', '22']",Minnesota,Phoenix,118,91
"['2019', '01', '22']",Toronto,Sacramento,120,105
"['2019', '01', '23']",Boston,Cleveland,123,103
"['2019', '01', '23']",Brooklyn,Orlando,114,110
"['2019', '01', '23']",Atlanta,Chicago,121,101
"['2019', '01', '23']",Indiana,Toronto,110,106
"['2019', '01', '23']",Charlotte,Memphis,118,107
"['2019', '01', '23']",LA Clippers,Miami,111,99
"['2019', '01', '23']",Detroit,New Orleans,98,94
"['2019', '01', '23']",Houston,New York,114,110
"['2019', '01', '23']",Philadelphia,San Antonio,122,120
"['2019', '01', '23']",Utah,Denver,114,108
"['2019', '01', '24']",Minnesota,LA Lakers,120,105
"['2019', '01', '24']",Oklahoma City,New Orleans,122,116
"['2019', '01', '24']",Portland,Phoenix,120,106
"['2019', '01', '24']",Golden State,Washington,126,118
"['2019', '01', '25']",Brooklyn,New York,109,99
"['2019', '01', '25']",LA Clippers,Chicago,106,101
"['2019', '01', '25']",Miami,Cleveland,100,94
"['2019', '01', '25']",Dallas,Detroit,106,101
"['2019', '01', '25']",Denver,Phoenix,132,95
"['2019', '01', '25']",Houston,Toronto,121,119
"['2019', '01', '25']",Sacramento,Memphis,99,96
"['2019', '01', '25']",Milwaukee,Charlotte,108,99
"['2019', '01', '25']",Washington,Orlando,95,91
"['2019', '01', '25']",Utah,Minnesota,106,102
"['2019', '01', '26']",Golden State,Boston,115,111
"['2019', '01', '26']",Denver,Philadelphia,126,110
"['2019', '01', '26']",Memphis,Indiana,106,103
"['2019', '01', '26']",San Antonio,New Orleans,126,114
"['2019', '01', '26']",Portland,Atlanta,120,111
"['2019', '01', '27']",Cleveland,Chicago,104,101
"['2019', '01', '27']",Toronto,Dallas,123,120
"['2019', '01', '27']",Houston,Orlando,103,98
"['2019', '01', '27']",LA Clippers,Sacramento,122,108
"['2019', '01', '27']",LA Lakers,Phoenix,116,102
"['2019', '01', '27']",Utah,Minnesota,125,111
"['2019', '01', '27']",Miami,New York,106,97
"['2019', '01', '27']",Oklahoma City,Milwaukee,118,112
"['2019', '01', '27']",San Antonio,Washington,132,119
"['2019', '01', '28']",Boston,Brooklyn,112,104
"['2019', '01', '28']",Charlotte,New York,101,92
"['2019', '01', '28']",Golden State,Indiana,132,100
"['2019', '01', '28']",Atlanta,LA Clippers,123,118
"['2019', '01', '28']",Denver,Memphis,95,92
"['2019', '01', '29']",Brooklyn,Chicago,122,117
"['2019', '01', '29']",Cleveland,Washington,116,113
"['2019', '01', '29']",Milwaukee,Detroit,115,105
"['2019', '01', '29']",New Orleans,Houston,121,116
"['2019', '01', '29']",Philadelphia,LA Lakers,121,105
"['2019', '01', '29']",Oklahoma City,Orlando,126,117
"['2019', '01', '29']",San Antonio,Phoenix,126,124
"['2019', '01', '30']",Boston,Charlotte,126,94
"['2019', '01', '30']",Chicago,Miami,105,89
"['2019', '01', '30']",Minnesota,Memphis,99,97
"['2019', '01', '30']",Denver,New Orleans,105,99
"['2019', '01', '30']",Dallas,New York,114,90
"['2019', '01', '30']",Portland,Utah,132,105
"['2019', '01', '30']",Sacramento,Atlanta,135,113
"['2019', '01', '30']",Washington,Indiana,107,89
"['2019', '01', '31']",Detroit,Dallas,93,89
"['2019', '01', '31']",Philadelphia,Golden State,113,104
"['2019', '01', '31']",LA Lakers,LA Clippers,123,120
"['2019', '01', '31']",Orlando,Indiana,107,100
"['2019', '01', '31']",San Antonio,Brooklyn,117,114
"['2019', '01', '31']",Milwaukee,Toronto,105,92
"['2019', '02', '01']",Charlotte,Memphis,100,92
"['2019', '02', '01']",Denver,Houston,136,122
"['2019', '02', '01']",Oklahoma City,Miami,118,102
"['2019', '02', '01']",Boston,New York,113,99
"['2019', '02', '01']",Utah,Atlanta,128,112
"['2019', '02', '02']",Charlotte,Chicago,125,118
"['2019', '02', '02']",Dallas,Cleveland,111,98
"['2019', '02', '02']",LA Clippers,Detroit,111,101
"['2019', '02', '02']",Golden State,LA Lakers,115,101
"['2019', '02', '02']",Indiana,Miami,95,88
"['2019', '02', '02']",Denver,Minnesota,107,106
"['2019', '02', '02']",Orlando,Brooklyn,102,89
"['2019', '02', '02']",Atlanta,Phoenix,118,112
"['2019', '02', '02']",Sacramento,Philadelphia,115,108
"['2019', '02', '02']",San Antonio,New Orleans,113,108
"['2019', '02', '02']",Houston,Utah,125,98
"['2019', '02', '02']",Milwaukee,Washington,131,115
"['2019', '02', '03']",Boston,Oklahoma City,134,129
"['2019', '02', '03']",Memphis,New York,96,84
"['2019', '02', '03']",Toronto,LA Clippers,121,103
"['2019', '02', '04']",Milwaukee,Brooklyn,113,94
"['2019', '02', '04']",Detroit,Denver,129,103
"['2019', '02', '04']",Indiana,New Orleans,109,107
"['2019', '02', '04']",Houston,Phoenix,118,110
"['2019', '02', '04']",Sacramento,San Antonio,127,112
"['2019', '02', '04']",Atlanta,Washington,137,129
"['2019', '02', '05']",LA Clippers,Charlotte,117,115
"['2019', '02', '05']",Boston,Cleveland,103,96
"['2019', '02', '05']",Indiana,LA Lakers,136,94
"['2019', '02', '05']",Memphis,Minnesota,108,106
"['2019', '02', '05']",Detroit,New York,105,92
"['2019', '02', '05']",Oklahoma City,Orlando,132,122
"['2019', '02', '05']",Toronto,Philadelphia,119,107
"['2019', '02', '05']",Miami,Portland,118,108
"['2019', '02', '06']",Brooklyn,Denver,135,130
"['2019', '02', '06']",New Orleans,Chicago,125,120
"['2019', '02', '06']",Dallas,Charlotte,99,93
"['2019', '02', '06']",Golden State,San Antonio,141,102
"['2019', '02', '06']",Milwaukee,Washington,148,129
"['2019', '02', '06']",Houston,Sacramento,127,101
"['2019', '02', '06']",Utah,Phoenix,116,88
"['2019', '02', '07']",Toronto,Atlanta,119,101
"['2019', '02', '07']",LA Lakers,Boston,129,128
"['2019', '02', '07']",Indiana,LA Clippers,116,92
"['2019', '02', '07']",Oklahoma City,Memphis,117,95
"['2019', '02', '07']",Orlando,Minnesota,122,112
"['2019', '02', '07']",Portland,San Antonio,127,118
"['2019', '02', '08']",Chicago,Brooklyn,125,106
"['2019', '02', '08']",Milwaukee,Dallas,122,107
"['2019', '02', '08']",Detroit,New York,120,103
"['2019', '02', '08']",New Orleans,Minnesota,122,117
"['2019', '02', '08']",Philadelphia,Denver,117,110
"['2019', '02', '08']",Golden State,Phoenix,117,107
"['2019', '02', '08']",Sacramento,Miami,102,96
"['2019', '02', '08']",Washington,Cleveland,119,106
"['2019', '02', '09']",Charlotte,Atlanta,129,120
"['2019', '02', '09']",LA Clippers,Boston,123,112
"['2019', '02', '09']",Washington,Chicago,134,125
"['2019', '02', '09']",Oklahoma City,Houston,117,112
"['2019', '02', '09']",Indiana,Cleveland,105,90
"['2019', '02', '09']",Memphis,New Orleans,99,90
"['2019', '02', '09']",Orlando,Milwaukee,103,83
"['2019', '02', '09']",Toronto,New York,104,99
"['2019', '02', '09']",Utah,San Antonio,125,105
"['2019', '02', '10']",Orlando,Atlanta,124,108
"['2019', '02', '10']",Dallas,Portland,102,101
"['2019', '02', '10']",Golden State,Miami,120,118
"['2019', '02', '10']",Philadelphia,LA Lakers,143,120
"['2019', '02', '10']",Sacramento,Phoenix,117,104
"['2019', '02', '11']",Milwaukee,Chicago,112,99
"['2019', '02', '11']",Cleveland,New York,107,104
"['2019', '02', '11']",Denver,Miami,103,87
"['2019', '02', '11']",Detroit,Washington,121,112
"['2019', '02', '11']",Houston,Dallas,120,104
"['2019', '02', '11']",Indiana,Charlotte,99,90
"['2019', '02', '11']",Minnesota,LA Clippers,130,120
"['2019', '02', '11']",Oklahoma City,Portland,120,111
"['2019', '02', '11']",Toronto,Brooklyn,127,125
"['2019', '02', '12']",Atlanta,LA Lakers,117,113
"['2019', '02', '12']",Golden State,Utah,115,108
"['2019', '02', '12']",San Antonio,Memphis,108,107
"['2019', '02', '12']",Orlando,New Orleans,118,88
"['2019', '02', '12']",Boston,Philadelphia,112,109
"['2019', '02', '13']",Boston,Detroit,118,110
"['2019', '02', '13']",Chicago,Memphis,122,110
"['2019', '02', '13']",Brooklyn,Cleveland,148,139
"['2019', '02', '13']",Miami,Dallas,112,101
"['2019', '02', '13']",Denver,Sacramento,120,118
"['2019', '02', '13']",Milwaukee,Indiana,106,97
"['2019', '02', '13']",LA Clippers,Phoenix,134,107
"['2019', '02', '13']",Minnesota,Houston,121,111
"['2019', '02', '13']",Philadelphia,New York,126,111
"['2019', '02', '13']",Portland,Golden State,129,107
"['2019', '02', '13']",Toronto,Washington,129,120
"['2019', '02', '14']",New York,Atlanta,106,91
"['2019', '02', '14']",New Orleans,Oklahoma City,131,122
"['2019', '02', '14']",Orlando,Charlotte,127,89
"['2019', '02', '21']",Portland,Brooklyn,113,99
"['2019', '02', '21']",Cleveland,Phoenix,111,98
"['2019', '02', '21']",Golden State,Sacramento,125,123
"['2019', '02', '21']",LA Lakers,Houston,111,106
"['2019', '02', '21']",Milwaukee,Boston,98,97
"['2019', '02', '21']",Philadelphia,Miami,106,102
"['2019', '02', '22']",Detroit,Atlanta,125,122
"['2019', '02', '22']",Charlotte,Washington,123,110
"['2019', '02', '22']",Denver,Dallas,114,104
"['2019', '02', '22']",Indiana,New Orleans,126,111
"['2019', '02', '22']",LA Clippers,Memphis,112,106
"['2019', '02', '22']",Minnesota,New York,115,104
"['2019', '02', '22']",Oklahoma City,Utah,148,147
"['2019', '02', '22']",Chicago,Orlando,110,109
"['2019', '02', '22']",Toronto,San Antonio,120,117
"['2019', '02', '23']",Atlanta,Phoenix,120,112
"['2019', '02', '23']",Chicago,Boston,126,116
"['2019', '02', '23']",Brooklyn,Charlotte,117,115
"['2019', '02', '23']",Cleveland,Memphis,112,107
"['2019', '02', '23']",Houston,Golden State,118,112
"['2019', '02', '23']",Detroit,Miami,119,96
"['2019', '02', '23']",Milwaukee,Minnesota,140,128
"['2019', '02', '23']",New Orleans,LA Lakers,128,115
"['2019', '02', '23']",Sacramento,Oklahoma City,119,116
"['2019', '02', '23']",Portland,Philadelphia,130,115
"['2019', '02', '23']",Utah,Dallas,125,109
"['2019', '02', '23']",Indiana,Washington,119,112
"['2019', '02', '24']",Denver,LA Clippers,123,96
"['2019', '02', '24']",New York,San Antonio,130,118
"['2019', '02', '24']",Orlando,Toronto,113,98
"['2019', '02', '25']",Brooklyn,San Antonio,101,85
"['2019', '02', '25']",Milwaukee,Chicago,117,106
"['2019', '02', '25']",Golden State,Charlotte,121,110
"['2019', '02', '25']",Portland,Cleveland,123,110
"['2019', '02', '25']",Detroit,Indiana,113,109
"['2019', '02', '25']",Houston,Atlanta,119,111
"['2019', '02', '25']",LA Clippers,Dallas,121,112
"['2019', '02', '25']",Memphis,LA Lakers,110,105
"['2019', '02', '25']",Phoenix,Miami,124,121
"['2019', '02', '25']",Minnesota,Sacramento,112,105
"['2019', '02', '25']",Philadelphia,New Orleans,111,110
"['2019', '02', '26']",Denver,Oklahoma City,121,112
"['2019', '02', '26']",New York,Orlando,108,103
"['2019', '02', '26']",Toronto,Boston,118,95
"['2019', '02', '27']",Atlanta,Minnesota,131,123
"['2019', '02', '27']",Portland,Boston,97,92
"['2019', '02', '27']",Washington,Brooklyn,125,116
"['2019', '02', '27']",Houston,Charlotte,118,113
"['2019', '02', '27']",Dallas,Indiana,110,101
"['2019', '02', '27']",LA Lakers,New Orleans,125,119
"['2019', '02', '27']",Chicago,Memphis,109,107
"['2019', '02', '27']",Miami,Golden State,126,125
"['2019', '02', '27']",Milwaukee,Sacramento,141,140
"['2019', '02', '27']",San Antonio,Detroit,105,93
"['2019', '02', '27']",Utah,LA Clippers,111,105
"['2019', '02', '28']",Utah,Denver,111,104
"['2019', '02', '28']",Houston,Miami,121,118
"['2019', '02', '28']",Indiana,Minnesota,122,115
"['2019', '02', '28']",Cleveland,New York,125,118
"['2019', '02', '28']",Philadelphia,Oklahoma City,108,104
"['2019', '02', '28']",Orlando,Golden State,103,96
"['2019', '03', '01']",Chicago,Atlanta,168,161
"['2019', '03', '01']",Boston,Washington,107,96
"['2019', '03', '01']",Charlotte,Brooklyn,123,112
"['2019', '03', '01']",Milwaukee,LA Lakers,131,120
"['2019', '03', '01']",New Orleans,Phoenix,130,116
"['2019', '03', '01']",LA Clippers,Sacramento,116,109
"['2019', '03', '01']",Toronto,Portland,119,117
"['2019', '03', '02']",Detroit,Cleveland,129,93
"['2019', '03', '02']",Memphis,Dallas,111,81
"['2019', '03', '02']",New Orleans,Denver,120,112
"['2019', '03', '02']",Orlando,Indiana,117,112
"['2019', '03', '02']",Miami,Brooklyn,117,88
"['2019', '03', '02']",Golden State,Philadelphia,120,117
"['2019', '03', '02']",Phoenix,LA Lakers,118,109
"['2019', '03', '02']",San Antonio,Oklahoma City,116,102
"['2019', '03', '02']",Utah,Milwaukee,115,111
"['2019', '03', '03']",Houston,Boston,115,104
"['2019', '03', '03']",Atlanta,Chicago,123,118
"['2019', '03', '03']",Portland,Charlotte,118,108
"['2019', '03', '03']",Cleveland,Orlando,107,93
"['2019', '03', '03']",Detroit,Toronto,112,107
"['2019', '03', '03']",LA Clippers,New York,128,107
"['2019', '03', '03']",Oklahoma City,Memphis,99,95
"['2019', '03', '03']",Washington,Minnesota,135,121
"['2019', '03', '04']",Brooklyn,Dallas,127,88
"['2019', '03', '04']",LA Clippers,LA Lakers,113,105
"['2019', '03', '04']",Miami,Atlanta,114,113
"['2019', '03', '04']",Phoenix,Milwaukee,114,105
"['2019', '03', '04']",Sacramento,New York,115,108
"['2019', '03', '04']",San Antonio,Denver,104,103
"['2019', '03', '04']",New Orleans,Utah,115,112
"['2019', '03', '05']",Boston,Golden State,128,95
"['2019', '03', '05']",Indiana,Chicago,105,96
"['2019', '03', '05']",Memphis,Portland,120,111
"['2019', '03', '05']",Minnesota,Oklahoma City,131,120
"['2019', '03', '05']",Philadelphia,Orlando,114,106
"['2019', '03', '05']",Houston,Toronto,107,95
"['2019', '03', '06']",San Antonio,Atlanta,111,104
"['2019', '03', '06']",Brooklyn,Cleveland,113,107
"['2019', '03', '06']",Chicago,Philadelphia,108,107
"['2019', '03', '06']",Miami,Charlotte,91,84
"['2019', '03', '06']",Detroit,Minnesota,131,114
"['2019', '03', '06']",Denver,LA Lakers,115,99
"['2019', '03', '06']",Utah,New Orleans,114,104
"['2019', '03', '06']",Phoenix,New York,107,96
"['2019', '03', '06']",Boston,Sacramento,111,109
"['2019', '03', '06']",Washington,Dallas,132,123
"['2019', '03', '07']",Milwaukee,Indiana,117,98
"['2019', '03', '07']",Oklahoma City,Portland,129,121
"['2019', '03', '08']",Detroit,Chicago,112,104
"['2019', '03', '08']",Charlotte,Washington,112,111
"['2019', '03', '08']",Golden State,Denver,122,105
"['2019', '03', '08']",Houston,Philadelphia,107,91
"['2019', '03', '08']",LA Clippers,Oklahoma City,118,110
"['2019', '03', '08']",Memphis,Utah,114,104
"['2019', '03', '08']",Miami,Cleveland,126,110
"['2019', '03', '08']",Toronto,New Orleans,127,104
"['2019', '03', '08']",Orlando,Dallas,111,106
"['2019', '03', '09']",Brooklyn,Atlanta,114,112
"['2019', '03', '09']",Boston,LA Lakers,120,107
"['2019', '03', '09']",Milwaukee,Charlotte,131,114
"['2019', '03', '09']",Minnesota,Washington,135,130
"['2019', '03', '09']",Sacramento,New York,102,94
"['2019', '03', '09']",Portland,Phoenix,127,120
"['2019', '03', '10']",Atlanta,New Orleans,128,116
"['2019', '03', '10']",Houston,Dallas,94,93
"['2019', '03', '10']",Detroit,Chicago,131,108
"['2019', '03', '10']",Phoenix,Golden State,115,111
"['2019', '03', '10']",Memphis,Orlando,105,97
"['2019', '03', '10']",Toronto,Miami,125,104
"['2019', '03', '10']",Minnesota,New York,103,92
"['2019', '03', '10']",Philadelphia,Indiana,106,89
"['2019', '03', '10']",San Antonio,Milwaukee,121,114
"['2019', '03', '11']",Brooklyn,Detroit,103,75
"['2019', '03', '11']",Cleveland,Toronto,126,101
"['2019', '03', '11']",Houston,Charlotte,118,106
"['2019', '03', '11']",LA Clippers,Boston,140,115
"['2019', '03', '11']",Oklahoma City,Utah,98,89
"['2019', '03', '11']",Washington,Sacramento,121,115
"['2019', '03', '12']",LA Lakers,Chicago,123,107
"['2019', '03', '12']",San Antonio,Dallas,112,105
"['2019', '03', '12']",Denver,Minnesota,133,107
"['2019', '03', '12']",Indiana,New York,103,98
"['2019', '03', '12']",Portland,LA Clippers,125,104
"['2019', '03', '12']",Milwaukee,New Orleans,130,113
"['2019', '03', '12']",Philadelphia,Cleveland,106,99
"['2019', '03', '13']",Atlanta,Memphis,132,111
"['2019', '03', '13']",Golden State,Houston,106,104
"['2019', '03', '13']",Miami,Detroit,108,74
"['2019', '03', '13']",Oklahoma City,Brooklyn,108,96
"['2019', '03', '13']",Utah,Phoenix,114,97
"['2019', '03', '13']",Washington,Orlando,100,90
"['2019', '03', '14']",Boston,Sacramento,126,120
"['2019', '03', '14']",Denver,Dallas,100,99
"['2019', '03', '14']",Indiana,Oklahoma City,108,106
"['2019', '03', '14']",Orlando,Cleveland,120,91
"['2019', '03', '14']",Toronto,LA Lakers,111,98
"['2019', '03', '14']",Utah,Minnesota,120,100
"['2019', '03', '15']",Detroit,LA Lakers,111,97
"['2019', '03', '15']",Houston,Phoenix,108,102
"['2019', '03', '15']",LA Clippers,Chicago,128,121
"['2019', '03', '15']",Milwaukee,Miami,113,98
"['2019', '03', '15']",Portland,New Orleans,122,110
"['2019', '03', '15']",Philadelphia,Sacramento,123,114
"['2019', '03', '15']",San Antonio,New York,109,83
"['2019', '03', '15']",Charlotte,Washington,116,110
"['2019', '03', '16']",Boston,Atlanta,129,120
"['2019', '03', '16']",Dallas,Cleveland,121,116
"['2019', '03', '16']",Denver,Indiana,102,100
"['2019', '03', '16']",Phoenix,New Orleans,138,136
"['2019', '03', '16']",Golden State,Oklahoma City,110,88
"['2019', '03', '16']",San Antonio,Portland,108,103
"['2019', '03', '16']",Utah,Brooklyn,114,98
"['2019', '03', '16']",Washington,Memphis,135,128
"['2019', '03', '17']",Detroit,Toronto,110,107
"['2019', '03', '17']",Houston,Minnesota,117,102
"['2019', '03', '17']",LA Clippers,Brooklyn,119,116
"['2019', '03', '17']",Miami,Charlotte,93,75
"['2019', '03', '17']",Philadelphia,Milwaukee,130,125
"['2019', '03', '17']",New York,LA Lakers,124,123
"['2019', '03', '17']",Orlando,Atlanta,101,91
"['2019', '03', '17']",Sacramento,Chicago,129,102
"['2019', '03', '18']",Denver,Boston,114,105
"['2019', '03', '18']",Cleveland,Detroit,126,119
"['2019', '03', '18']",New Orleans,Dallas,129,125
"['2019', '03', '18']",Miami,Oklahoma City,116,107
"['2019', '03', '18']",Chicago,Phoenix,116,101
"['2019', '03', '18']",Portland,Indiana,106,98
"['2019', '03', '18']",San Antonio,Golden State,111,105
"['2019', '03', '18']",Toronto,New York,128,92
"['2019', '03', '18']",Utah,Washington,116,95
"['2019', '03', '19']",Houston,Atlanta,121,105
"['2019', '03', '19']",Philadelphia,Charlotte,118,114
"['2019', '03', '19']",LA Clippers,Indiana,115,109
"['2019', '03', '19']",Milwaukee,LA Lakers,115,101
"['2019', '03', '19']",Golden State,Minnesota,117,107
"['2019', '03', '19']",Brooklyn,Sacramento,123,121
"['2019', '03', '20']",Chicago,Washington,126,120
"['2019', '03', '20']",Cleveland,Milwaukee,107,102
"['2019', '03', '20']",Memphis,Houston,126,125
"['2019', '03', '20']",Utah,New York,137,116
