date,winner,loser,winner_score,loser_score
"['2020', '02', '01']",Dallas,Atlanta,123,100
"['2020', '02', '01']",New York,Indiana,92,85
"['2020', '02', '01']",LA Clippers,Minnesota,118,106
"['2020', '02', '01']",Miami,Orlando,102,89
"['2020', '02', '01']",Portland,Utah,124,107
"['2020', '02', '01']",LA Lakers,Sacramento,129,113
"['2020', '02', '01']",San Antonio,Charlotte,114,90
"['2020', '02', '01']",Washington,Brooklyn,113,107
"['2020', '02', '02']",Detroit,Denver,128,123
"['2020', '02', '02']",Houston,New Orleans,117,109
"['2020', '02', '02']",Milwaukee,Phoenix,129,108
"['2020', '02', '02']",Toronto,Chicago,129,102
"['2020', '02', '03']",Boston,Atlanta,123,115
"['2020', '02', '03']",Brooklyn,Phoenix,119,97
"['2020', '02', '03']",Orlando,Charlotte,112,100
"['2020', '02', '03']",New York,Cleveland,139,134
"['2020', '02', '03']",Dallas,Indiana,112,103
"['2020', '02', '03']",LA Clippers,San Antonio,108,105
"['2020', '02', '03']",Memphis,Detroit,96,82
"['2020', '02', '03']",Miami,Philadelphia,137,106
"['2020', '02', '03']",Sacramento,Minnesota,113,109
"['2020', '02', '03']",Golden State,Washington,125,117
"['2020', '02', '04']",Denver,Portland,127,99
"['2020', '02', '04']",Houston,Charlotte,125,110
"['2020', '02', '04']",LA Lakers,San Antonio,129,102
"['2020', '02', '04']",Milwaukee,New Orleans,120,108
"['2020', '02', '05']",Boston,Orlando,116,100
"['2020', '02', '05']",Brooklyn,Golden State,129,88
"['2020', '02', '05']",Memphis,Dallas,121,107
"['2020', '02', '05']",Detroit,Phoenix,116,108
"['2020', '02', '05']",LA Clippers,Miami,128,111
"['2020', '02', '05']",Atlanta,Minnesota,127,120
"['2020', '02', '05']",Oklahoma City,Cleveland,109,103
"['2020', '02', '05']",Toronto,Indiana,119,118
"['2020', '02', '05']",Denver,Utah,98,95
"['2020', '02', '06']",New Orleans,Chicago,125,119
"['2020', '02', '06']",Houston,LA Lakers,121,111
"['2020', '02', '06']",Milwaukee,Philadelphia,112,101
"['2020', '02', '06']",New York,Orlando,105,103
"['2020', '02', '06']",Portland,San Antonio,125,117
"['2020', '02', '07']",Boston,Atlanta,112,107
"['2020', '02', '07']",Toronto,Indiana,115,106
"['2020', '02', '07']",Oklahoma City,Detroit,108,101
"['2020', '02', '07']",Philadelphia,Memphis,119,107
"['2020', '02', '07']",Phoenix,Houston,127,91
"['2020', '02', '07']",Sacramento,Miami,105,97
"['2020', '02', '07']",Utah,Portland,117,114
"['2020', '02', '07']",Washington,Dallas,119,118
"['2020', '02', '08']",Dallas,Charlotte,116,100
"['2020', '02', '08']",New York,Detroit,95,92
"['2020', '02', '08']",LA Lakers,Golden State,125,120
"['2020', '02', '08']",New Orleans,Indiana,124,117
"['2020', '02', '08']",Minnesota,LA Clippers,142,115
"['2020', '02', '08']",Milwaukee,Orlando,111,95
"['2020', '02', '08']",Denver,Phoenix,117,108
"['2020', '02', '08']",Sacramento,San Antonio,122,102
"['2020', '02', '08']",Toronto,Brooklyn,119,118
"['2020', '02', '09']",Atlanta,New York,140,135
"['2020', '02', '09']",LA Clippers,Cleveland,133,92
"['2020', '02', '09']",Utah,Houston,114,113
"['2020', '02', '09']",Boston,Oklahoma City,112,111
"['2020', '02', '09']",Philadelphia,Chicago,118,111
"['2020', '02', '09']",Portland,Miami,115,109
"['2020', '02', '09']",Memphis,Washington,106,99
"['2020', '02', '10']",Utah,Dallas,123,119
"['2020', '02', '10']",Denver,San Antonio,127,120
"['2020', '02', '10']",Charlotte,Detroit,87,76
"['2020', '02', '10']",Miami,Golden State,113,101
"['2020', '02', '10']",Brooklyn,Indiana,106,105
"['2020', '02', '10']",LA Lakers,Phoenix,125,100
"['2020', '02', '10']",Milwaukee,Sacramento,123,111
"['2020', '02', '10']",Orlando,Atlanta,135,126
"['2020', '02', '10']",Toronto,Minnesota,137,126
"['2020', '02', '11']",Houston,Boston,116,105
"['2020', '02', '11']",New Orleans,Portland,138,117
"['2020', '02', '11']",San Antonio,Oklahoma City,114,106
"['2020', '02', '11']",Philadelphia,LA Clippers,110,103
"['2020', '02', '11']",Washington,Chicago,126,114
"['2020', '02', '12']",Brooklyn,Toronto,101,91
"['2020', '02', '12']",Cleveland,Atlanta,127,105
"['2020', '02', '12']",Dallas,Sacramento,130,111
"['2020', '02', '12']",LA Lakers,Denver,120,116
"['2020', '02', '12']",Indiana,Milwaukee,118,111
"['2020', '02', '12']",Memphis,Portland,111,104
"['2020', '02', '12']",Charlotte,Minnesota,115,108
"['2020', '02', '12']",Washington,New York,114,96
"['2020', '02', '12']",Orlando,Detroit,116,112
"['2020', '02', '12']",Phoenix,Golden State,112,106
"['2020', '02', '12']",Utah,Miami,116,101
"['2020', '02', '13']",Boston,LA Clippers,141,133
"['2020', '02', '13']",Oklahoma City,New Orleans,123,118
"['2020', '02', '20']",Atlanta,Miami,129,124
"['2020', '02', '20']",Charlotte,Chicago,103,93
"['2020', '02', '20']",Milwaukee,Detroit,126,106
"['2020', '02', '20']",Houston,Golden State,135,105
"['2020', '02', '20']",Philadelphia,Brooklyn,112,104
"['2020', '02', '20']",Sacramento,Memphis,129,125
"['2020', '02', '21']",LA Lakers,Memphis,117,105
"['2020', '02', '21']",Boston,Minnesota,127,117
"['2020', '02', '21']",Indiana,New York,106,98
"['2020', '02', '21']",Oklahoma City,Denver,113,101
"['2020', '02', '21']",Dallas,Orlando,122,106
"['2020', '02', '21']",New Orleans,Portland,128,115
"['2020', '02', '21']",Toronto,Phoenix,118,101
"['2020', '02', '21']",San Antonio,Utah,113,104
"['2020', '02', '21']",Cleveland,Washington,113,108
"['2020', '02', '22']",Atlanta,Dallas,111,107
"['2020', '02', '22']",Phoenix,Chicago,112,104
"['2020', '02', '22']",Brooklyn,Charlotte,115,86
"['2020', '02', '22']",Sacramento,LA Clippers,112,103
"['2020', '02', '22']",Miami,Cleveland,124,105
"['2020', '02', '22']",Milwaukee,Philadelphia,119,98
"['2020', '02', '22']",Houston,Utah,120,110
"['2020', '02', '23']",Chicago,Washington,126,117
"['2020', '02', '23']",Denver,Minnesota,128,116
"['2020', '02', '23']",New Orleans,Golden State,115,101
"['2020', '02', '23']",LA Lakers,Boston,114,112
"['2020', '02', '23']",Oklahoma City,San Antonio,131,103
"['2020', '02', '23']",Portland,Detroit,107,104
"['2020', '02', '23']",Toronto,Indiana,127,81
"['2020', '02', '24']",Orlando,Brooklyn,115,113
"['2020', '02', '24']",Cleveland,Miami,125,119
"['2020', '02', '24']",Dallas,Minnesota,139,123
"['2020', '02', '24']",Houston,New York,123,112
"['2020', '02', '24']",LA Clippers,Memphis,124,97
"['2020', '02', '24']",Philadelphia,Atlanta,129,112
"['2020', '02', '24']",Phoenix,Utah,131,111
"['2020', '02', '24']",Milwaukee,Washington,137,134
"['2020', '02', '25']",Oklahoma City,Chicago,124,122
"['2020', '02', '25']",Denver,Detroit,115,98
"['2020', '02', '25']",Sacramento,Golden State,112,94
"['2020', '02', '25']",Indiana,Charlotte,119,80
"['2020', '02', '25']",LA Lakers,New Orleans,118,109
"['2020', '02', '25']",Boston,Portland,118,106
"['2020', '02', '25']",Milwaukee,Toronto,108,97
"['2020', '02', '26']",Orlando,Atlanta,130,120
"['2020', '02', '26']",Charlotte,New York,107,101
"['2020', '02', '26']",Cleveland,Philadelphia,108,94
"['2020', '02', '26']",Houston,Memphis,140,112
"['2020', '02', '26']",Minnesota,Miami,129,126
"['2020', '02', '26']",LA Clippers,Phoenix,102,92
"['2020', '02', '26']",Dallas,San Antonio,109,103
"['2020', '02', '26']",Boston,Utah,114,103
"['2020', '02', '26']",Washington,Brooklyn,110,106
"['2020', '02', '27']",LA Lakers,Golden State,116,86
"['2020', '02', '27']",Indiana,Portland,106,100
"['2020', '02', '27']",Oklahoma City,Sacramento,112,108
"['2020', '02', '27']",Philadelphia,New York,115,106
"['2020', '02', '28']",Atlanta,Brooklyn,141,118
"['2020', '02', '28']",LA Clippers,Denver,132,103
"['2020', '02', '28']",Sacramento,Memphis,104,101
"['2020', '02', '28']",Miami,Dallas,126,118
"['2020', '02', '28']",Milwaukee,Oklahoma City,133,86
"['2020', '02', '28']",New Orleans,Cleveland,116,104
"['2020', '02', '28']",Orlando,Minnesota,136,125
"['2020', '02', '28']",Detroit,Phoenix,113,111
"['2020', '02', '28']",Charlotte,Toronto,99,96
"['2020', '02', '28']",Utah,Washington,129,119
"['2020', '02', '29']",Atlanta,Portland,129,117
"['2020', '02', '29']",Houston,Boston,111,110
"['2020', '02', '29']",Indiana,Cleveland,113,104
"['2020', '02', '29']",Memphis,LA Lakers,105,88
"['2020', '02', '29']",Miami,Brooklyn,116,113
"['2020', '02', '29']",New York,Chicago,125,115
"['2020', '02', '29']",Golden State,Phoenix,115,99
"['2020', '02', '29']",San Antonio,Orlando,114,113
"['2020', '03', '01']",Milwaukee,Charlotte,93,85
"['2020', '03', '01']",Denver,Toronto,133,118
"['2020', '03', '01']",Washington,Golden State,124,110
"['2020', '03', '01']",LA Clippers,Philadelphia,136,130
"['2020', '03', '01']",Dallas,Minnesota,111,91
"['2020', '03', '01']",LA Lakers,New Orleans,122,114
"['2020', '03', '01']",Sacramento,Detroit,106,100
"['2020', '03', '02']",Memphis,Atlanta,127,88
"['2020', '03', '02']",Chicago,Dallas,109,107
"['2020', '03', '02']",Utah,Cleveland,126,113
"['2020', '03', '02']",Miami,Milwaukee,105,89
"['2020', '03', '02']",New York,Houston,125,123
"['2020', '03', '02']",Portland,Orlando,130,107
"['2020', '03', '02']",Indiana,San Antonio,116,111
"['2020', '03', '03']",Brooklyn,Boston,129,120
"['2020', '03', '03']",San Antonio,Charlotte,104,103
"['2020', '03', '03']",Golden State,Denver,116,100
"['2020', '03', '03']",LA Lakers,Philadelphia,120,107
"['2020', '03', '03']",Minnesota,New Orleans,139,134
"['2020', '03', '03']",LA Clippers,Oklahoma City,109,94
"['2020', '03', '03']",Toronto,Phoenix,123,114
"['2020', '03', '03']",Sacramento,Washington,133,126
"['2020', '03', '04']",Memphis,Brooklyn,118,79
"['2020', '03', '04']",Boston,Cleveland,112,106
"['2020', '03', '04']",Dallas,New Orleans,127,123
"['2020', '03', '04']",Oklahoma City,Detroit,114,107
"['2020', '03', '04']",Miami,Orlando,116,113
"['2020', '03', '04']",Milwaukee,Indiana,119,100
"['2020', '03', '04']",Minnesota,Chicago,115,108
"['2020', '03', '04']",Utah,New York,112,104
"['2020', '03', '04']",Portland,Washington,125,104
"['2020', '03', '05']",Denver,Charlotte,114,112
"['2020', '03', '05']",Toronto,Golden State,121,113
"['2020', '03', '05']",LA Clippers,Houston,120,105
"['2020', '03', '05']",Philadelphia,Sacramento,125,108
"['2020', '03', '06']",Utah,Boston,99,94
"['2020', '03', '06']",Brooklyn,San Antonio,139,120
"['2020', '03', '06']",Indiana,Chicago,108,102
"['2020', '03', '06']",Dallas,Memphis,121,96
"['2020', '03', '06']",LA Lakers,Milwaukee,113,103
"['2020', '03', '06']",Orlando,Minnesota,132,118
"['2020', '03', '06']",New Orleans,Miami,110,104
"['2020', '03', '06']",Oklahoma City,New York,126,103
"['2020', '03', '06']",Phoenix,Portland,127,117
"['2020', '03', '06']",Washington,Atlanta,118,112
"['2020', '03', '07']",Charlotte,Houston,108,99
"['2020', '03', '07']",Cleveland,Denver,104,102
"['2020', '03', '07']",Utah,Detroit,111,105
"['2020', '03', '07']",Golden State,Philadelphia,118,114
"['2020', '03', '07']",Memphis,Atlanta,118,101
"['2020', '03', '07']",Sacramento,Portland,123,111
"['2020', '03', '08']",Oklahoma City,Boston,105,104
"['2020', '03', '08']",Brooklyn,Chicago,110,107
"['2020', '03', '08']",Cleveland,San Antonio,132,129
"['2020', '03', '08']",Indiana,Dallas,112,109
"['2020', '03', '08']",Orlando,Houston,126,106
"['2020', '03', '08']",LA Lakers,LA Clippers,112,103
"['2020', '03', '08']",New Orleans,Minnesota,120,107
"['2020', '03', '08']",New York,Detroit,96,84
"['2020', '03', '08']",Phoenix,Milwaukee,140,131
"['2020', '03', '08']",Toronto,Sacramento,118,113
"['2020', '03', '08']",Miami,Washington,100,89
"['2020', '03', '09']",Atlanta,Charlotte,143,138
"['2020', '03', '09']",Denver,Milwaukee,109,95
"['2020', '03', '09']",Toronto,Utah,101,92
"['2020', '03', '10']",Chicago,Cleveland,108,103
"['2020', '03', '10']",LA Clippers,Golden State,131,107
"['2020', '03', '10']",Houston,Minnesota,117,111
"['2020', '03', '10']",Boston,Indiana,114,111
"['2020', '03', '10']",Brooklyn,LA Lakers,104,102
"['2020', '03', '10']",Orlando,Memphis,120,115
"['2020', '03', '10']",Portland,Phoenix,121,105
"['2020', '03', '10']",San Antonio,Dallas,119,109
"['2020', '03', '10']",Washington,New York,122,115
"['2020', '03', '11']",New York,Atlanta,136,131
"['2020', '03', '11']",Dallas,Denver,113,97
"['2020', '03', '11']",Charlotte,Miami,109,98
"['2020', '03', '11']",Philadelphia,Detroit,124,106
"['2020', '07', '30']",LA Lakers,LA Clippers,103,101
"['2020', '07', '30']",Utah,New Orleans,106,104
"['2020', '07', '31']",Orlando,Brooklyn,128,118
"['2020', '07', '31']",Houston,Dallas,153,149
"['2020', '07', '31']",Milwaukee,Boston,119,112
"['2020', '07', '31']",Portland,Memphis,140,135
"['2020', '07', '31']",San Antonio,Sacramento,129,120
"['2020', '07', '31']",Phoenix,Washington,125,112
"['2020', '08', '01']",Miami,Denver,125,105
"['2020', '08', '01']",Indiana,Philadelphia,127,121
"['2020', '08', '01']",LA Clippers,New Orleans,126,103
"['2020', '08', '01']",Oklahoma City,Utah,110,94
"['2020', '08', '01']",Toronto,LA Lakers,107,92
"['2020', '08', '02']",Boston,Portland,128,124
"['2020', '08', '02']",Brooklyn,Washington,118,110
"['2020', '08', '02']",Houston,Milwaukee,120,116
"['2020', '08', '02']",San Antonio,Memphis,108,106
"['2020', '08', '02']",Orlando,Sacramento,132,116
"['2020', '08', '02']",Phoenix,Dallas,117,115
"['2020', '08', '03']",Toronto,Miami,107,103
"['2020', '08', '03']",New Orleans,Memphis,109,99
"['2020', '08', '03']",Denver,Oklahoma City,121,113
"['2020', '08', '03']",Philadelphia,San Antonio,132,130
"['2020', '08', '03']",LA Lakers,Utah,116,108
"['2020', '08', '03']",Indiana,Washington,111,100
"['2020', '08', '04']",Indiana,Orlando,120,109
"['2020', '08', '04']",Phoenix,LA Clippers,117,115
"['2020', '08', '04']",Miami,Boston,112,106
"['2020', '08', '04']",Brooklyn,Milwaukee,119,116
"['2020', '08', '04']",Portland,Houston,110,102
"['2020', '08', '04']",Dallas,Sacramento,114,110
"['2020', '08', '05']",Boston,Brooklyn,149,115
"['2020', '08', '05']",Oklahoma City,LA Lakers,105,86
"['2020', '08', '05']",Toronto,Orlando,109,99
"['2020', '08', '05']",Denver,San Antonio,132,126
"['2020', '08', '05']",Utah,Memphis,124,115
"['2020', '08', '05']",Philadelphia,Washington,107,98
"['2020', '08', '06']",LA Clippers,Dallas,126,111
"['2020', '08', '06']",Portland,Denver,125,115
"['2020', '08', '06']",Houston,LA Lakers,113,97
"['2020', '08', '06']",Milwaukee,Miami,130,116
"['2020', '08', '06']",Phoenix,Indiana,114,99
"['2020', '08', '06']",Sacramento,New Orleans,140,125
"['2020', '08', '07']",Brooklyn,Sacramento,119,106
"['2020', '08', '07']",Memphis,Oklahoma City,121,92
"['2020', '08', '07']",New Orleans,Washington,118,107
"['2020', '08', '07']",Philadelphia,Orlando,108,101
"['2020', '08', '07']",San Antonio,Utah,119,111
"['2020', '08', '07']",Boston,Toronto,122,100
"['2020', '08', '08']",Dallas,Milwaukee,136,132
"['2020', '08', '08']",Denver,Utah,134,132
"['2020', '08', '08']",Indiana,LA Lakers,116,111
"['2020', '08', '08']",Phoenix,Miami,119,112
